,date,vanuatu flights-AU,vanuatu hotel-AU,vanuatu travel-AU,vanuatu flights-NZ,vanuatu hotel-NZ,vanuatu travel-NZ,vanuatu flights-US,vanuatu hotel-US,vanuatu travel-US,vanuatu flights-JP,vanuatu hotel-JP,vanuatu travel-JP,vanuatu flights-HK,vanuatu hotel-HK,vanuatu travel-HK,vanuatu flights-NC,vanuatu hotel-NC,vanuatu travel-NC,vanuatu flights,vanuatu hotel,vanuatu travel
190,2019-11-01,20,9,9,7,0,7,8,0,0,0,0,0,0,0,0,0,0,0,1.1212745124841712,0.584028299905907,0.4932996187003232
191,2019-12-01,26,6,11,6,5,0,8,5,1,0,0,0,0,0,0,0,0,0,1.4907976654885544,0.6634995435584041,0.6131526490345542
192,2020-01-01,31,10,14,12,0,3,15,9,2,0,0,0,0,0,0,0,2,0,1.736614305025259,0.861091831926062,0.7540792893203092
193,2020-02-01,29,12,14,7,5,5,9,8,2,0,0,0,0,0,0,0,1,0,1.4667391716970437,0.8319266527523734,0.8870279569391621
194,2020-03-01,13,2,18,4,0,8,11,4,0,0,0,0,0,0,0,0,1,0,0.9033062364368174,0.4615348351434657,0.9216046510120173
195,2020-04-01,3,2,2,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0.2701372885728903,0.32925001369422074,0.25055167128778966
196,2020-05-01,4,3,4,1,0,1,5,2,2,0,0,0,0,0,0,0,0,0,0.38040723156815814,0.30721185717117777,0.26342633536388765
197,2020-06-01,6,3,4,2,3,1,7,7,3,0,0,0,0,0,0,0,0,0,0.4182599248293396,0.3053340484200041,0.26329636885436447
198,2020-07-01,5,1,3,2,0,0,7,2,5,0,0,0,0,0,0,0,0,0,0.43676681392573946,0.2301262138166489,0.24615248072206017
199,2020-08-01,4,1,3,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0.28075850149593645,0.23639424909747567,0.31003405421363034
200,2020-09-01,3,2,2,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0.27229665139962367,0.24673367890865222,0.26253604657123325
201,2020-10-01,3,0,3,2,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0.3372591471006043,0.106904887616459,0.12397218241996606
202,2020-11-01,3,0,4,3,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0.4090603897936297,0.2270121665603218,0.31591653213109083
203,2020-12-01,3,1,3,1,0,0,6,3,5,0,0,0,0,0,0,0,0,0,0.2848213489702388,0.31707444312613314,0.2305098436036036
204,2021-01-01,5,1,5,1,2,0,2,6,0,0,0,0,0,0,0,0,1,0,0.34262895524958775,0.23416677144578035,0.18257480728276454
205,2021-02-01,4,0,4,0,2,0,9,0,5,0,0,0,0,0,0,0,2,0,0.38324662696234796,0.23440297434053675,0.3060188557293898
206,2021-03-01,5,2,2,0,0,0,6,3,2,0,0,0,0,0,0,0,0,0,0.41654576362614415,0.2570512363882101,0.26960423603830336
207,2021-04-01,4,0,4,2,0,0,9,5,8,0,0,0,0,0,0,0,0,0,0.4008160197193487,0.2356548056580586,0.3264699973660224
208,2021-05-01,3,2,2,2,0,2,6,4,4,0,0,0,0,0,0,0,0,0,0.3171749276231737,0.21289859463356395,0.2768186906948999
209,2021-06-01,5,1,2,0,0,0,7,2,8,0,0,0,0,0,0,0,0,0,0.3995679643986926,0.25320536553502393,0.2274393471179967
210,2021-07-01,4,0,1,0,0,0,7,6,2,0,0,0,0,0,0,0,2,0,0.3452089607949341,0.29910416883614654,0.19982444530803756
211,2021-08-01,4,0,0,0,2,4,9,1,4,0,0,0,0,0,0,0,0,0,0.4224078487619219,0.21185280600490988,0.26658963235598543
212,2021-09-01,3,0,2,2,0,0,11,4,3,0,0,0,0,0,0,0,0,0,0.599268389827552,0.26422914607579384,0.17158144868763087
213,2021-10-01,8,2,5,0,0,0,6,14,4,0,0,0,0,0,0,0,0,0,0.4523342682569667,0.3183249698555487,0.3726055222427019
214,2021-11-01,11,2,9,0,0,1,10,5,5,0,0,0,0,0,0,0,0,0,0.4884567613138895,0.2773692773128369,0.44785168216060145
215,2021-12-01,4,0,6,0,1,0,8,4,2,0,0,0,0,0,0,0,0,0,0.4191990547594619,0.29507338418913576,0.2935574617430999
216,2022-01-01,9,2,9,5,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0.4514447002750891,0.27472964089157764,0.38016467921137853
217,2022-02-01,9,2,7,0,0,2,8,2,0,0,0,0,0,0,0,0,0,0,0.5114920685177144,0.19728469301911705,0.5231567750208378
218,2022-03-01,9,0,9,2,0,2,4,1,3,0,0,0,0,0,0,0,1,0,0.4719313889459096,0.15877672870968518,0.5586689666795516
219,2022-04-01,14,4,9,5,2,4,5,3,7,0,0,0,0,0,0,0,0,0,0.6920227819971323,0.28122383279358293,0.5277406338214792
220,2022-05-01,16,3,12,7,0,6,6,4,3,0,0,0,0,0,0,0,2,0,0.7579452364244572,0.33692659961613325,0.545020640396337
221,2022-06-01,23,4,13,5,2,5,0,0,0,0,0,0,0,0,0,0,2,0,0.9370570925346672,0.29001712027720933,0.6105612123104821
222,2022-07-01,31,6,20,7,2,8,5,0,1,0,0,0,0,0,0,0,2,0,1.2476622704383833,0.45840855041490675,0.8100910448542945
223,2022-08-01,30,8,15,8,2,8,7,0,6,0,0,0,0,0,0,0,1,0,1.1512538761968687,0.467532620522294,0.8723401108268646
224,2022-09-01,33,3,12,11,0,5,6,0,4,0,0,0,0,0,0,0,1,0,1.2731348708678145,0.3938288616517698,0.6212056323264339
225,2022-10-01,23,3,12,5,0,3,6,2,7,0,0,0,0,0,0,0,1,0,0.9308655423714008,0.45702667505038436,0.5423693909626198
226,2022-11-01,19,7,13,6,1,3,6,2,0,0,0,0,0,0,0,0,0,0,0.8060564762872713,0.41805129055775525,0.5941480238203213
227,2022-12-01,25,6,12,5,0,0,5,2,5,0,0,0,0,0,0,0,3,0,0.9729110525365564,0.528544696397713,0.5143265494660176
228,2023-01-01,37,6,16,8,2,7,4,1,2,0,0,0,0,0,0,0,3,0,1.3340365771065383,0.4991813319911641,0.7442793987985978
229,2023-02-01,27,7,10,5,0,3,2,0,3,0,0,0,0,0,0,0,3,0,1.1048463737249257,0.3698675241147131,0.5854828881398707
230,2023-03-01,29,7,13,9,2,0,5,0,0,0,0,0,0,0,0,0,2,0,1.1765486149871305,0.5072399027007762,0.5546218510076992
231,2023-04-01,29,7,13,12,3,0,4,3,0,0,0,0,0,0,0,0,3,0,1.2835471734923931,0.43307149564985925,0.5738418835494036
232,2023-05-01,44,7,24,11,0,4,5,0,4,0,0,0,0,0,0,0,2,0,1.66323512504553,0.43482550679376675,0.8522463480491728
233,2023-06-01,33,4,18,13,2,4,5,4,1,0,0,0,0,0,0,0,0,0,1.4525203684047936,0.38080690155452895,0.7665232100529096
