,Year,Month,Australia,New Zealand,New Caledonia,Other PIC,Europe,North America,Japan,China,Other Countries,Total,filename,Not Stated,month
231,2013.0,Aug,5781,2121,1167,444,672.0,245,88,0.0,279,10797,2013-TM-12-December_News.csv,0.0,8.0
232,2013.0,0,65776,15068,12515,4874,5544.0,2614,659,0.0,3059,110109,2013-TM-12-December_News.csv,0.0,
233,2013.0,0,65776,15068,12515,4874,5544.0,2614,659,1062.0,1997,110109,IAS_12_December_2016.csv,0.0,
234,2013.0,Dec,6123,898,1358,466,430.0,243,53,97.0,185,9853,IAS_12_Dececember_2017.csv,0.0,12.0
235,2013.0,Nov,4735,830,1107,413,448.0,239,86,0.0,265,8123,2014-TM-12-December-News.csv,0.0,11.0
236,2013.0,0,65776,15068,12515,4874,5544.0,2614,659,1062.0,1997,110109,IAS_12_December_2015.csv,0.0,
237,2013.0,Feb,2448,429,876,440,340.0,154,26,0.0,218,4931,2013-TM-12-December_News.csv,0.0,2.0
238,2013.0,June,6911,1901,971,461,419.0,279,39,0.0,225,11206,2013-TM-12-December_News.csv,0.0,6.0
239,2013.0,Nov,4735,830,1107,413,448.0,239,86,0.0,265,8123,2013-TM-12-December_News.csv,0.0,11.0
240,2013.0,Feb,2448,429,876,440,340.0,154,26,0.0,218,4931,2014-TM-12-December-News.csv,0.0,2.0
241,2013.0,Mar,4405,718,720,344,388.0,135,36,0.0,231,6977,2014-TM-12-December-News.csv,0.0,3.0
242,2013.0,Apr,4931,994,1126,522,533.0,222,58,0.0,276,8662,2014-TM-12-December-News.csv,0.0,4.0
243,2013.0,June,6911,1901,971,461,419.0,279,39,0.0,225,11206,2014-TM-12-December-News.csv,0.0,6.0
244,2013.0,Apr,4931,994,1126,522,533.0,222,58,0.0,276,8662,2013-TM-12-December_News.csv,0.0,4.0
245,2013.0,Sep,7660,1664,790,458,399.0,269,67,0.0,289,11596,2013-TM-12-December_News.csv,0.0,9.0
246,2013.0,0,65776,15068,12515,4874,5544.0,2614,659,1062.0,1997,110109,IAS_12_December_2018.csv,0.0,
247,2013.0,Dec,5781,2121,1167,444,672.0,245,88,108.0,171,10797,IAS_12_December_2015.csv,0.0,12.0
248,2013.0,July,7091,2319,805,384,654.0,217,47,0.0,338,11855,2013-TM-12-December_News.csv,0.0,7.0
249,2013.0,Jan,4591,621,1428,231,364.0,135,32,0.0,210,7612,2014-TM-12-December-News.csv,0.0,1.0
250,2013.0,0,65776,15068,12515,4874,5544.0,2614,659,1062.0,1997,110109,IAS_12_Dececember_2017.csv,0.0,
251,2013.0,Mar,4405,718,720,344,388.0,135,36,0.0,231,6977,2013-TM-12-December_News.csv,0.0,3.0
252,2013.0,Oct,6431,1614,1196,418,523.0,311,65,0.0,269,10827,2013-TM-12-December_News.csv,0.0,10.0
253,2013.0,Dec,6123,898,1358,466,430.0,243,53,97.0,185,9853,IAS_12_December_2018.csv,0.0,12.0
254,2013.0,May,4669,959,971,293,374.0,165,62,0.0,177,7670,2013-TM-12-December_News.csv,0.0,5.0
255,2014.0,0,60808,16293,12756,6630,5591.0,2373,763,1563.0,2031,108808,IAS_12_December_2016.csv,0.0,
256,2014.0,Mar,3907,707,538,462,360.0,146,48,94.0,114,6376,IAS_12_December_2015.csv,0.0,3.0
257,2014.0,Sep,7052,1886,764,655,407.0,139,55,0.0,330,11288,2014-TM-12-December-News.csv,0.0,9.0
258,2014.0,0,60808,16293,12756,6630,5591.0,2373,763,1563.0,2031,108808,IVA_12_December-English_2019.csv,0.0,
259,2014.0,0,60808,16293,12756,6630,5591.0,2373,763,1563.0,2031,108808,IAS_12_December_2018.csv,0.0,
260,2014.0,Mar,3907,707,538,462,360.0,146,48,0.0,208,6376,2014-TM-12-December-News.csv,0.0,3.0
261,2014.0,Dec,6092,921,1380,870,454.0,185,102,144.0,167,10315,IVA_12_December-English_2019.csv,0.0,12.0
262,2014.0,0,60747,16293,12710,6621,5580.0,2370,763,0.0,3572,108656,2014-TM-12-December-News.csv,0.0,
263,2014.0,Dec,6092,921,1380,870,454.0,185,102,144.0,167,10315,IAS_12_December_2018.csv,0.0,12.0
264,2014.0,Apr,4125,984,732,265,368.0,108,21,123.0,78,6804,IAS_12_December_2015.csv,0.0,4.0
265,2014.0,Dec,6092,921,1380,870,454.0,185,102,144.0,167,10315,IAS_12_December_2016.csv,0.0,12.0
266,2014.0,Dec,6031,921,1334,861,443.0,182,102,0.0,289,10163,2014-TM-12-December-News.csv,0.0,12.0
267,2014.0,0,60808,16293,12756,6630,5591.0,2373,763,1563.0,2031,108808,IAS_12_Dececember_2017.csv,0.0,
268,2014.0,Jul,6295,2513,975,526,544.0,198,61,126.0,208,11446,IAS_12_December_2015.csv,0.0,7.0
269,2014.0,Apr,4125,984,732,265,368.0,108,21,0.0,201,6804,2014-TM-12-December-News.csv,0.0,4.0
270,2014.0,Oct,5652,1415,1483,725,659.0,209,52,130.0,208,10533,IAS_12_December_2015.csv,0.0,10.0
271,2014.0,Jun,6123,1936,1191,411,453.0,306,82,228.0,187,10917,IAS_12_December_2015.csv,0.0,6.0
272,2014.0,May,4162,1350,911,369,404.0,215,72,0.0,329,7812,2014-TM-12-December-News.csv,0.0,5.0
273,2014.0,Oct,5652,1415,1483,725,659.0,209,52,0.0,338,10533,2014-TM-12-December-News.csv,0.0,10.0
274,2014.0,Dec,6092,921,1380,870,454.0,185,102,144.0,167,10315,IAS_12_Dececember_2017.csv,0.0,12.0
275,2014.0,June,6123,1936,1191,411,453.0,306,82,0.0,415,10917,2014-TM-12-December-News.csv,0.0,6.0
276,2014.0,Jan,4898,679,1676,284,414.0,188,42,0.0,266,8447,2014-TM-12-December-News.csv,0.0,1.0
277,2014.0,Sep,7052,1886,764,655,407.0,139,55,137.0,193,11288,IAS_12_December_2015.csv,0.0,9.0
278,2014.0,Aug,5747,2645,1137,824,680.0,315,142,119.0,256,11865,IAS_12_December_2015.csv,0.0,8.0
279,2014.0,July,6295,2513,975,526,544.0,198,61,0.0,334,11446,2014-TM-12-December-News.csv,0.0,7.0
280,2014.0,Nov,4147,947,1001,882,544.0,157,53,127.0,138,7996,IAS_12_December_2015.csv,0.0,11.0
281,2014.0,May,4162,1350,911,369,404.0,215,72,110.0,219,7812,IAS_12_December_2015.csv,0.0,5.0
282,2014.0,Aug,5747,2645,1137,824,680.0,315,142,0.0,375,11865,2014-TM-12-December-News.csv,0.0,8.0
283,2014.0,Feb,2608,310,968,357,304.0,207,33,101.0,121,5009,IAS_12_December_2015.csv,0.0,2.0
284,2014.0,Jan,4898,679,1676,284,414.0,188,42,124.0,142,8447,IAS_12_December_2015.csv,0.0,1.0
285,2014.0,0,60808,16293,12756,6630,5591.0,2373,763,1563.0,2031,108808,IAS_12_December_2015.csv,0.0,
286,2014.0,Dec,6092,921,1380,870,454.0,185,102,144.0,167,10315,IAS_12_December_2015.csv,0.0,12.0
287,2014.0,Nov,4147,947,1001,882,544.0,157,53,0.0,265,7996,2014-TM-12-December-News.csv,0.0,11.0
288,2014.0,Feb,2608,310,968,357,304.0,207,33,0.0,222,5009,2014-TM-12-December-News.csv,0.0,2.0
289,2015.0,Jan,4664,693,1487,619,470.0,201,59,154.0,177,8524,IAS_12_December_2016.csv,0.0,1.0
290,2015.0,0,46098,13422,10567,5953,5839.0,2962,633,2186.0,2292,89952,IAS_12_December_2016.csv,0.0,
291,2015.0,Feb,2479,386,991,504,389.0,164,53,258.0,165,5389,IAS_12_December_2016.csv,0.0,2.0
292,2015.0,Sep,5170,1656,677,419,496.0,235,62,206.0,250,9171,IAS_12_December_2016.csv,0.0,9.0
293,2015.0,Apr,2116,549,614,428,327.0,166,63,122.0,193,4578,IAS_12_December_2016.csv,0.0,4.0
294,2015.0,May,2655,870,639,435,589.0,213,26,158.0,202,5787,IAS_12_December_2016.csv,0.0,5.0
295,2015.0,Jun,4428,1243,816,583,537.0,296,33,149.0,204,8289,IAS_12_December_2016.csv,0.0,6.0
296,2015.0,Jul,4842,2454,845,418,694.0,336,75,185.0,182,10031,IAS_12_December_2016.csv,0.0,7.0
297,2015.0,Aug,4000,1758,946,483,468.0,263,52,239.0,181,8390,IAS_12_December_2016.csv,0.0,8.0
298,2015.0,Oct,4325,1429,1065,514,521.0,303,44,142.0,190,8533,IAS_12_December_2016.csv,0.0,10.0
299,2015.0,Nov,3865,1002,825,470,403.0,274,43,219.0,174,7275,IAS_12_December_2016.csv,0.0,11.0
300,2015.0,Dec,5219,887,1122,598,597.0,277,49,234.0,165,9148,IAS_12_December_2016.csv,0.0,12.0
301,2015.0,Mar,2335,495,540,482,348.0,234,74,120.0,209,4837,IAS_12_December_2016.csv,0.0,3.0
302,2015.0,Sep,5170,1656,677,419,496.0,235,62,206.0,250,9171,IAS_12_December_2015.csv,0.0,9.0
303,2015.0,Jun,4428,1243,816,583,537.0,296,33,149.0,204,8289,IAS_12_December_2015.csv,0.0,6.0
304,2015.0,Nov,3865,1002,825,470,403.0,274,43,219.0,174,7275,IAS_12_December_2015.csv,0.0,11.0
305,2015.0,Mar,2335,495,540,482,348.0,234,74,120.0,209,4837,IAS_12_December_2015.csv,0.0,3.0
306,2015.0,Apr,2116,549,614,428,327.0,166,63,122.0,193,4578,IAS_12_December_2015.csv,0.0,4.0
307,2015.0,May,2655,870,639,435,589.0,213,26,158.0,202,5787,IAS_12_December_2015.csv,0.0,5.0
308,2015.0,0,46098,13422,10567,5953,5839.0,2962,633,2186.0,2292,89952,IAS_12_December_2015.csv,0.0,
309,2015.0,Jul,4842,2454,845,418,694.0,336,75,185.0,182,10031,IAS_12_December_2015.csv,0.0,7.0
310,2015.0,Oct,4325,1429,1065,514,521.0,303,44,142.0,190,8533,IAS_12_December_2015.csv,0.0,10.0
311,2015.0,Dec,5219,887,1122,598,597.0,277,49,234.0,165,9148,IAS_12_December_2015.csv,0.0,12.0
312,2015.0,0,46098,13422,10567,5953,5839.0,2962,633,2186.0,2292,89952,IAS_12_December_2018.csv,0.0,
313,2015.0,Dec,5219,887,1122,598,597.0,277,49,234.0,165,9148,IVA_12_Dec_2020.csv,0.0,12.0
314,2015.0,0,46098,13422,10567,5953,5839.0,2962,633,2186.0,2292,89952,IVA_12_Dec_2020.csv,0.0,
315,2015.0,Dec,5219,887,1122,598,597.0,277,49,234.0,165,9148,IAS_12_December_2018.csv,0.0,12.0
316,2015.0,Dec,5219,887,1122,598,597.0,277,49,234.0,165,9148,IAS_12_Dececember_2017.csv,0.0,12.0
317,2015.0,Feb,2479,386,991,504,389.0,164,53,258.0,165,5389,IAS_12_December_2015.csv,0.0,2.0
318,2015.0,Aug,4000,1758,946,483,468.0,263,52,239.0,181,8390,IAS_12_December_2015.csv,0.0,8.0
319,2015.0,0,46098,13422,10567,5953,5839.0,2962,633,2186.0,2292,89952,IVA_12_December-English_2019.csv,0.0,
320,2015.0,Jan,4664,693,1487,619,470.0,201,59,154.0,177,8524,IAS_12_December_2015.csv,0.0,1.0
321,2015.0,Dec,5219,887,1122,598,597.0,277,49,234.0,165,9148,IVA_12_December-English_2019.csv,0.0,12.0
322,2015.0,0,46098,13422,10567,5953,5839.0,2962,633,2186.0,2292,89952,IAS_12_Dececember_2017.csv,0.0,
323,2016.0,Oct,5193,1047,820,565,1079.0,359,53,240.0,255,9611,IAS_12_December_2016.csv,0.0,10.0
324,2016.0,Sep,5909,1201,753,444,654.0,216,106,184.0,205,9672,IAS_12_December_2016.csv,0.0,9.0
325,2016.0,Aug,4842,1592,814,467,1136.0,317,126,259.0,266,9819,IAS_12_December_2016.csv,0.0,8.0
326,2016.0,0,49752,10931,9681,5705,10067.0,2893,903,2736.0,2449,95117,IAS_12_December_2016.csv,0.0,
327,2016.0,Nov,3936,782,804,473,750.0,192,92,323.0,159,7511,IAS_12_December_2016.csv,0.0,11.0
328,2016.0,Jun,5170,1197,1143,402,495.0,306,70,217.0,158,9158,IAS_12_December_2016.csv,0.0,6.0
329,2016.0,May,2644,552,632,508,823.0,190,51,181.0,161,5742,IAS_12_December_2016.csv,0.0,5.0
330,2016.0,Apr,2749,636,478,344,1160.0,178,53,262.0,223,6083,IAS_12_December_2016.csv,0.0,4.0
331,2016.0,Mar,2060,325,313,267,664.0,168,44,175.0,139,4155,IAS_12_December_2016.csv,0.0,3.0
332,2016.0,Feb,1714,310,200,396,1027.0,180,67,226.0,154,4274,IAS_12_December_2016.csv,0.0,2.0
333,2016.0,Jan,4495,724,1060,486,979.0,276,75,174.0,210,8479,IAS_12_December_2016.csv,0.0,1.0
334,2016.0,Jul,5803,1600,1150,708,682.0,302,88,266.0,265,10864,IAS_12_December_2016.csv,0.0,7.0
335,2016.0,0,49752,10931,9681,5705,10067.0,2893,903,2736.0,2449,95117,IVA_2_February_2022.csv,0.0,
336,2016.0,Dec,5237,965,1514,645,618.0,209,78,229.0,254,9749,IAS_12_December_2016.csv,0.0,12.0
337,2016.0,Dec,5237,965,1514,645,618.0,209,78,229.0,254,9749,IVA_12_December-English_2019.csv,0.0,12.0
338,2016.0,Dec,5237,965,1514,645,618.0,209,78,229.0,254,9749,IAS_12_Dececember_2017.csv,0.0,12.0
339,2016.0,Dec,5237,965,1514,645,618.0,209,78,229.0,254,9749,IAS_12_December_2018.csv,0.0,12.0
340,2016.0,Dec,5237,965,1514,645,618.0,209,78,229.0,254,9749,IVA_12_December_2021.csv,0.0,12.0
341,2016.0,0,49752,10931,9681,5705,10067.0,2893,903,2736.0,2449,95117,IVA_4_April_2022.csv,0.0,
342,2016.0,Nov,3936,782,804,473,750.0,192,92,323.0,159,7511,IVA_3_March_2022.csv,0.0,11.0
343,2016.0,Jan,4495,724,1060,486,979.0,276,75,174.0,210,8479,IVA_1_January_2022.csv,0.0,1.0
344,2016.0,0,49752,10931,9681,5705,10067.0,2893,903,2736.0,2449,95117,IVA_12_December_2021.csv,0.0,
345,2016.0,0,49752,10931,9681,5705,10067.0,2893,903,2736.0,2449,95117,IVA_12_Dec_2020.csv,0.0,
346,2016.0,0,49752,10931,9681,5705,10067.0,2893,903,2736.0,2449,95117,IVA_3_March_2022.csv,0.0,
347,2016.0,0,49752,10931,9681,5705,10067.0,2893,903,2736.0,2449,95117,IAS_12_Dececember_2017.csv,0.0,
348,2016.0,0,49752,10931,9681,5705,10067.0,2893,903,2736.0,2449,95117,IVA_1_January_2022.csv,0.0,
349,2016.0,Nov,3936,782,804,473,750.0,192,92,323.0,159,7511,IVA_4_April_2022.csv,0.0,11.0
350,2016.0,0,49752,10931,9681,5705,10067.0,2893,903,2736.0,2449,95117,IVA_12_December-English_2019.csv,0.0,
351,2016.0,Dec,5237,965,1514,645,618.0,209,78,229.0,254,9749,IVA_12_Dec_2020.csv,0.0,12.0
352,2016.0,0,49752,10931,9681,5705,10067.0,2893,903,2736.0,2449,95117,IAS_12_December_2018.csv,0.0,
353,2016.0,Feb,1714,310,200,396,1027.0,180,67,226.0,154,4274,IVA_2_February_2022.csv,0.0,2.0
354,2017.0,Feb,2328,343,1062,612,520.0,197,59,302.0,187,5610,IVA_2_February_2022.csv,0.0,2.0
355,2017.0,Sep,6655,1194,1221,447,536.0,279,102,269.0,174,10877,IAS_12_Dececember_2017.csv,0.0,9.0
356,2017.0,0,57387,11554,15880,7147,6806.0,3016,1076,3612.0,2692,109170,IVA_4_April_2022.csv,0.0,
357,2017.0,0,57387,11554,15880,7147,6806.0,3016,1076,3612.0,2692,109170,IVA_12_December_2021.csv,0.0,
358,2017.0,0,57387,11554,15880,7147,6806.0,3016,1076,3612.0,2692,109170,IVA_3_March_2022.csv,0.0,
359,2017.0,0,57387,11554,15880,7147,6806.0,3016,1076,3612.0,2692,109170,IVA_6_June_2022.csv,0.0,
360,2017.0,Dec,6598,1098,1952,993,673.0,312,82,327.0,248,12283,IVA_12_December-English_2019.csv,0.0,12.0
361,2017.0,0,57387,11554,15880,7147,6806.0,3016,1076,3612.0,2692,109170,IVA_7_July_2022.csv,0.0,
362,2017.0,Jan,4738,549,1742,439,602.0,180,75,339.0,293,8957,IVA_1_January_2022.csv,0.0,1.0
363,2017.0,0,57387,11554,15880,7147,6806.0,3016,1076,3612.0,2692,109170,IVA_12_December-English_2019.csv,0.0,
364,2017.0,May,3647,737,1017,486,491.0,257,55,320.0,169,7179,IAS_12_Dececember_2017.csv,0.0,5.0
365,2017.0,Jul,6470,1834,1214,816,715.0,289,112,410.0,195,12055,IAS_12_Dececember_2017.csv,0.0,7.0
366,2017.0,0,57387,11554,15880,7147,6806.0,3016,1076,3612.0,2692,109170,IVA_2_February_2022.csv,0.0,
367,2017.0,0,57384,11554,15826,7147,6801.0,3016,1076,3612.0,2692,109108,IAS_12_Dececember_2017.csv,0.0,
368,2017.0,Jun,5104,1209,1302,492,433.0,324,97,317.0,222,9500,IVA_6_June_2022.csv,0.0,6.0
369,2017.0,Nov,4152,809,1076,1031,604.0,219,71,213.0,331,8506,IVA_3_March_2022.csv,0.0,11.0
370,2017.0,Oct,5456,1208,1728,646,611.0,281,112,318.0,251,10611,IAS_12_Dececember_2017.csv,0.0,10.0
371,2017.0,Jan,4738,549,1742,439,602.0,180,75,339.0,293,8957,IAS_12_Dececember_2017.csv,0.0,1.0
372,2017.0,Aug,4081,1234,1278,317,537.0,236,157,269.0,192,8301,IAS_12_Dececember_2017.csv,0.0,8.0
373,2017.0,Dec,6598,1098,1952,993,673.0,312,82,327.0,248,12283,IVA_12_Dec_2020.csv,0.0,12.0
374,2017.0,Mar,3304,454,939,405,445.0,224,72,315.0,198,6356,IAS_12_Dececember_2017.csv,0.0,3.0
375,2017.0,Dec,6598,1098,1952,993,673.0,312,82,327.0,248,12283,IAS_12_Dececember_2017.csv,0.0,12.0
376,2017.0,May,3647,737,1017,486,491.0,257,55,320.0,169,7179,IVA_5_May_2022.csv,0.0,5.0
377,2017.0,Feb,2328,343,1062,612,520.0,197,59,302.0,187,5610,IAS_12_Dececember_2017.csv,0.0,2.0
378,2017.0,Dec,6598,1098,1952,993,673.0,312,82,327.0,248,12283,IAS_12_December_2018.csv,0.0,12.0
379,2017.0,Dec,6598,1098,1952,993,673.0,312,82,327.0,248,12283,IVA_12_December_2021.csv,0.0,12.0
380,2017.0,Nov,4149,809,1022,1031,599.0,219,71,213.0,331,8444,IAS_12_Dececember_2017.csv,0.0,11.0
381,2017.0,Nov,4152,809,1076,1031,604.0,219,71,213.0,331,8506,IVA_4_April_2022.csv,0.0,11.0
382,2017.0,0,57387,11554,15880,7147,6806.0,3016,1076,3612.0,2692,109170,IVA_12_Dec_2020.csv,0.0,
383,2017.0,Jun,5104,1209,1302,492,433.0,324,97,317.0,222,9500,IAS_12_Dececember_2017.csv,0.0,6.0
384,2017.0,0,57387,11554,15880,7147,6806.0,3016,1076,3612.0,2692,109170,IVA_5_May_2022.csv,0.0,
385,2017.0,0,57387,11554,15880,7147,6806.0,3016,1076,3612.0,2692,109170,IAS_12_December_2018.csv,0.0,
386,2017.0,Apr,4854,885,1349,463,639.0,218,82,213.0,232,8935,IAS_12_Dececember_2017.csv,0.0,4.0
387,2017.0,Jul,6470,1834,1214,816,715.0,289,112,410.0,195,12055,IVA_7_July_2022.csv,0.0,7.0
388,2017.0,0,57387,11554,15880,7147,6806.0,3016,1076,3612.0,2692,109170,IVA_1_January_2022.csv,0.0,
389,2018.0,0,60616,13432,15105,6545,8023.0,3347,963,4007.0,3596,115634,IVA_4_April_2022.csv,0.0,
390,2018.0,Feb,2606,381,1238,606,490.0,229,63,385.0,268,6266,IVA_2_February_2022.csv,0.0,2.0
391,2018.0,0,60616,13432,15105,6545,8023.0,3347,963,4007.0,3596,115634,IVA_7_July_2022.csv,0.0,
392,2018.0,0,60616,13432,15105,6545,8023.0,3347,963,4007.0,3596,115634,IVA_5_May_2022.csv,0.0,
393,2018.0,Jul,7056,2135,1129,728,835.0,436,93,366.0,406,13184,IAS_12_December_2018.csv,0.0,7.0
394,2018.0,Dec,6146,1067,1485,451,504.0,209,84,318.0,204,10468,IVA_12_December_2021.csv,0.0,12.0
395,2018.0,Aug,4071,1483,1195,424,737.0,278,102,385.0,297,8972,IAS_12_December_2018.csv,0.0,8.0
396,2018.0,Dec,6146,1067,1485,451,504.0,209,84,318.0,204,10468,IAS_12_December_2018.csv,0.0,12.0
397,2018.0,Nov,4754,854,916,660,946.0,269,57,284.0,304,9044,IAS_12_December_2018.csv,0.0,11.0
398,2018.0,0,60616,13432,15105,6545,8023.0,3347,963,4007.0,3596,115634,IVA_1_January_2022.csv,0.0,
399,2018.0,Jan,5206,804,2129,528,570.0,251,63,317.0,262,10130,IAS_12_December_2018.csv,0.0,1.0
400,2018.0,0,60616,13432,15105,6545,8023.0,3347,963,4007.0,3596,115634,IVA_6_June_2022.csv,0.0,
401,2018.0,0,60616,13432,15105,6545,8023.0,3347,963,4007.0,3596,115634,IVA_12_Dec_2020.csv,0.0,
402,2018.0,Apr,4878,820,1308,491,589.0,319,105,392.0,291,9193,IAS_12_December_2018.csv,0.0,4.0
403,2018.0,Jun,5563,1409,1398,524,631.0,372,56,299.0,321,10573,IVA_6_June_2022.csv,0.0,6.0
404,2018.0,Jun,5563,1409,1398,524,631.0,372,56,299.0,321,10573,IAS_12_December_2018.csv,0.0,6.0
405,2018.0,Jul,7056,2135,1129,728,835.0,436,93,366.0,406,13184,IVA_7_July_2022.csv,0.0,7.0
406,2018.0,Dec,6146,1067,1485,451,504.0,209,84,318.0,204,10468,IVA_12_December-English_2019.csv,0.0,12.0
407,2018.0,Feb,2606,381,1238,606,490.0,229,63,385.0,268,6266,IAS_12_December_2018.csv,0.0,2.0
408,2018.0,0,60616,13432,15105,6545,8023.0,3347,963,4007.0,3596,115634,IVA_3_March_2022.csv,0.0,
409,2018.0,May,4456,996,1173,667,554.0,271,93,320.0,323,8853,IVA_5_May_2022.csv,0.0,5.0
410,2018.0,May,4456,996,1173,667,554.0,271,93,320.0,323,8853,IAS_12_December_2018.csv,0.0,5.0
411,2018.0,Nov,4754,854,916,660,946.0,269,57,284.0,304,9044,IVA_3_March_2022.csv,0.0,11.0
412,2018.0,Mar,3819,523,1000,424,465.0,219,60,321.0,285,7116,IAS_12_December_2018.csv,0.0,3.0
413,2018.0,Sep,6330,1658,888,491,1023.0,221,122,328.0,365,11426,IAS_12_December_2018.csv,0.0,9.0
414,2018.0,Jan,5206,804,2129,528,570.0,251,63,317.0,262,10130,IVA_1_January_2022.csv,0.0,1.0
415,2018.0,0,60616,13432,15105,6545,8023.0,3347,963,4007.0,3596,115634,IAS_12_December_2018.csv,0.0,
416,2018.0,Dec,6146,1067,1485,451,504.0,209,84,318.0,204,10468,IVA_12_Dec_2020.csv,0.0,12.0
417,2018.0,0,60616,13432,15105,6545,8023.0,3347,963,4007.0,3596,115634,IVA_12_December-English_2019.csv,0.0,
418,2018.0,0,60616,13432,15105,6545,8023.0,3347,963,4007.0,3596,115634,IVA_12_December_2021.csv,0.0,
419,2018.0,0,60616,13432,15105,6545,8023.0,3347,963,4007.0,3596,115634,IVA_2_February_2022.csv,0.0,
420,2018.0,Oct,5731,1302,1246,551,679.0,273,65,292.0,270,10409,IAS_12_December_2018.csv,0.0,10.0
421,2018.0,Nov,4754,854,916,660,946.0,269,57,284.0,304,9044,IVA_4_April_2022.csv,0.0,11.0
422,2019.0,0,63122,15085,14738,6560,8992.0,3120,1107,4671.0,3233,120628,IVA_5_May_2022.csv,0.0,
423,2019.0,Jan,5251,767,1786,481,523.0,229,61,284.0,166,9548,IVA_1_January_2022.csv,0.0,1.0
424,2019.0,Jun,5525,1581,1101,607,808.0,256,52,390.0,287,10607,IVA_12_December-English_2019.csv,0.0,6.0
425,2019.0,Nov,4859,1010,1281,667,903.0,364,73,403.0,300,9860,IVA_3_March_2022.csv,0.0,11.0
426,2019.0,Feb,2740,503,923,526,456.0,152,57,326.0,152,5835,IVA_2_February_2022.csv,0.0,2.0
427,2019.0,Jul,6533,2344,1019,578,939.0,295,97,477.0,330,12612,IVA_12_December-English_2019.csv,0.0,7.0
428,2019.0,,63122,15085,14738,6560,8992.0,3120,1107,4671.0,3233,120628,IVA_12_Dec_2020.csv,0.0,
429,2019.0,Dec,6921,1330,1673,514,995.0,263,150,368.0,267,12481,IVA_12_December_2021.csv,0.0,12.0
430,2019.0,Dec,6921,1330,1673,514,995.0,263,150,368.0,267,12481,IVA_12_Dec_2020.csv,0.0,12.0
431,2019.0,0,63122,15085,14738,6560,8992.0,3120,1107,4671.0,3233,120628,IVA_12_December_2021.csv,0.0,
432,2019.0,Sep,6936,1526,1042,397,692.0,251,158,428.0,270,11700,IVA_12_December-English_2019.csv,0.0,9.0
433,2019.0,Jul,6533,2344,1019,578,939.0,295,97,477.0,330,12612,IVA_7_July_2022.csv,0.0,7.0
434,2019.0,Jun,5525,1581,1101,607,808.0,256,52,390.0,287,10607,IVA_6_June_2022.csv,0.0,6.0
435,2019.0,0,63122,15085,14738,6560,8992.0,3120,1107,4671.0,3233,120628,IVA_2_February_2022.csv,0.0,
436,2019.0,0,63122,15085,14738,6560,8992.0,3120,1107,4671.0,3233,120628,IVA_4_April_2022.csv,0.0,
437,2019.0,0,63122,15085,14738,6560,8992.0,3120,1107,4671.0,3233,120628,IVA_7_July_2022.csv,0.0,
438,2019.0,0,63122,15085,14738,6560,8992.0,3120,1107,4671.0,3233,120628,IVA_6_June_2022.csv,0.0,
439,2019.0,May,3919,868,1139,552,806.0,294,60,425.0,296,8359,IVA_12_December-English_2019.csv,0.0,5.0
440,2019.0,Dec,6921,1330,1673,514,995.0,263,150,368.0,267,12481,IVA_12_December-English_2019.csv,0.0,12.0
441,2019.0,Aug,5700,2048,1354,753,931.0,322,157,531.0,479,12275,IVA_12_December-English_2019.csv,0.0,8.0
442,2019.0,Apr,5195,1010,1164,507,731.0,180,102,294.0,262,9445,IVA_12_December-English_2019.csv,0.0,4.0
443,2019.0,Mar,3864,611,949,411,413.0,209,71,331.0,167,7026,IVA_12_December-English_2019.csv,0.0,3.0
444,2019.0,Oct,5679,1487,1307,567,795.0,305,69,414.0,257,10880,IVA_12_December-English_2019.csv,0.0,10.0
445,2019.0,Nov,4859,1010,1281,667,903.0,364,73,403.0,300,9860,IVA_12_December-English_2019.csv,0.0,11.0
446,2019.0,May,3919,868,1139,552,806.0,294,60,425.0,296,8359,IVA_5_May_2022.csv,0.0,5.0
447,2019.0,Feb,2740,503,923,526,456.0,152,57,326.0,152,5835,IVA_12_December-English_2019.csv,0.0,2.0
448,2019.0,Nov,4859,1010,1281,667,903.0,364,73,403.0,300,9860,IVA_4_April_2022.csv,0.0,11.0
449,2019.0,0,63122,15085,14738,6560,8992.0,3120,1107,4671.0,3233,120628,IVA_3_March_2022.csv,0.0,
450,2019.0,Jan,5251,767,1786,481,523.0,229,61,284.0,166,9548,IVA_12_December-English_2019.csv,0.0,1.0
451,2019.0,0,63122,15085,14738,6560,8992.0,3120,1107,4671.0,3233,120628,IVA_1_January_2022.csv,0.0,
452,2020.0,Apr,0,0,0,0,0.0,0,0,0.0,0,0,IVA_12_Dec_2020.csv,0.0,4.0
453,2020.0,Jan,6425,943,2087,402,837.0,335,89,522.0,293,11933,IVA_1_January_2022.csv,0.0,1.0
454,2020.0,Nov,0,0,0,0,0.0,0,0,0.0,0,0,IVA_4_April_2022.csv,0.0,11.0
455,2020.0,Nov,0,0,0,0,0.0,0,0,0.0,0,0,IVA_12_Dec_2020.csv,0.0,11.0
456,2020.0,May,0,0,0,0,0.0,0,0,0.0,0,0,IVA_12_Dec_2020.csv,0.0,5.0
457,2020.0,0,11248,1819,3778,1241,1728.0,692,171,680.0,608,21965,IVA_1_January_2022.csv,0.0,
458,2020.0,Feb,3015,525,1253,579,591.0,223,74,107.0,227,6594,IVA_2_February_2022.csv,0.0,2.0
