Day of Date,Destination Country,Destination Region,Type,Passenger,Lastwk Passengers Number 7Days,Lastyr Passengers Number 7Days,Passengers Number 7Days,psg_wow_change,psg_yoy_change,ask_wow_change,ask_yoy_change,Av Seat Km,Av Seat Km 7Days,Date,Destination Iso Country,Destination Iso3,fl_wow_change,fl_yoy_change,Flights Number,Flights Number 7Days,Lastwk Av Seat Km 7Days,Lastwk Flights Number 7Days,Lastwk Payload 7Days,Lastyr Av Seat Km 7Days,Lastyr Flights Number 7Days,Lastyr Payload 7Days,Passengers Number,Payload,Payload 7Days,pl_wow_change,pl_yoy_change
21-Aug-21,Palau,East Asia & Pacific,Intra-Regional,Passenger,324,2684,482,48.77%,-82.04%,63.72%,-83.81%,382020.3662,981510.9588,8/21/21,PW,PLW,50.00%,-82.35%,1,3,599490.5926,2,1555,6063866.592,17,14613,158,1555,3110,100.00%,-78.72%
25-Aug-21,Palau,East Asia & Pacific,Intra-Regional,Passenger,482,2529,482,0.00%,-80.94%,0.00%,-81.98%,382020.3662,981510.9588,8/25/21,PW,PLW,0.00%,-81.25%,1,3,981510.9588,3,3110,5446858.633,16,13444,158,1555,3110,0.00%,-76.87%
12-Sep-21,Palau,East Asia & Pacific,Intra-Regional,Passenger,482,2667,681,41.29%,-74.47%,33.96%,-77.94%,217470.2264,1314857.477,9/12/21,PW,PLW,33.33%,-76.47%,1,4,981510.9588,3,3110,5959303.729,17,35685,166,0,3110,0.00%,-91.28%
19-Sep-21,Palau,East Asia & Pacific,Intra-Regional,Passenger,681,2747,482,-29.22%,-82.45%,-25.35%,-84.22%,217470.2264,981510.9588,9/19/21,PW,PLW,-25.00%,-82.35%,1,3,1314857.477,4,3110,6220384.821,17,50492,166,0,3110,0.00%,-93.84%
2-Oct-21,Palau,East Asia & Pacific,Intra-Regional,Passenger,482,2468,482,0.00%,-80.47%,0.00%,-81.56%,382020.3662,981510.9588,10/2/21,PW,PLW,0.00%,-81.25%,1,3,981510.9588,3,3110,5322365.816,16,17161,158,1555,3110,0.00%,-81.88%
6-Oct-21,Palau,East Asia & Pacific,Intra-Regional,Passenger,482,2626,482,0.00%,-81.65%,0.00%,-82.79%,382020.3662,981510.9588,10/6/21,PW,PLW,0.00%,-82.35%,1,3,981510.9588,3,3110,5704386.182,17,18716,158,1555,3110,0.00%,-83.38%
21-Nov-21,Palau,East Asia & Pacific,Intra-Regional,Passenger,324,3241,316,-2.47%,-90.25%,5.83%,-92.01%,217470.2264,634428.2575,11/21/21,PW,PLW,0.00%,-90.48%,1,2,599490.5926,2,1555,7943322.209,21,30037,166,0,0,-100.00%,-100.00%
8-Dec-21,Palau,East Asia & Pacific,Intra-Regional,Passenger,166,3146,648,290.36%,-79.40%,451.33%,-84.51%,382020.3662,1198981.185,12/8/21,PW,PLW,300.00%,-80.00%,1,4,217470.2264,1,,7739163.322,20,28716,158,1555,3110,,-89.17%
12-Dec-21,Palau,East Asia & Pacific,Intra-Regional,Passenger,324,3312,648,100.00%,-80.43%,100.00%,-85.04%,217470.2264,1198981.185,12/12/21,PW,PLW,100.00%,-80.95%,1,4,599490.5926,2,1555,8017231.272,21,28716,166,0,3110,100.00%,-89.17%
28-Mar-22,Palau,East Asia & Pacific,Intra-Regional,Passenger,332,3362,490,47.59%,-85.43%,87.83%,-90.19%,217470.2264,816960.819,3/28/22,PW,PLW,50.00%,-85.71%,1,3,434940.4528,2,,8325134.221,21,49400,166,0,1555,,-96.85%
11-Apr-22,Palau,East Asia & Pacific,Intra-Regional,Passenger,498,2445,1320,165.06%,-46.01%,222.46%,-57.72%,599490.5926,2299132.71,4/11/22,PW,PLW,166.67%,-52.94%,2,8,713008.4024,3,,5438392.365,17,19517,324,1555,3110,,-84.07%
2-May-22,Palau,East Asia & Pacific,Intra-Regional,Passenger,498,3125,498,0.00%,-84.06%,0.00%,-90.76%,217470.2264,713008.4024,5/2/22,PW,PLW,0.00%,-85.00%,1,3,713008.4024,3,,7713237.726,20,56285,166,0,0,,-100.00%
10-May-22,Palau,East Asia & Pacific,Intra-Regional,Passenger,498,2877,656,31.73%,-77.20%,53.58%,-84.22%,217470.2264,1095028.769,5/10/22,PW,PLW,33.33%,-78.95%,1,4,713008.4024,3,,6937836.1,19,38889,166,0,1555,,-96.00%
24-Jun-22,Palau,East Asia & Pacific,Intra-Regional,Passenger,830,2161,830,0.00%,-61.59%,0.00%,-74.38%,495538.176,1147948.855,6/24/22,PW,PLW,0.00%,-64.29%,2,5,1147948.855,5,,4481097.024,14,11889,332,0,0,,-100.00%
12-Jul-22,Palau,East Asia & Pacific,Intra-Regional,Passenger,830,2193,1169,40.84%,-46.69%,102.60%,-49.85%,217470.2264,2325689.402,7/12/22,PW,PLW,40.00%,-50.00%,1,7,1147948.855,5,,4637451.904,14,12275,166,0,3431,,-72.05%
4-Aug-22,Palau,East Asia & Pacific,Intra-Regional,Passenger,1010,2931,830,-17.82%,-71.68%,-27.49%,-84.12%,217470.2264,1147948.855,8/4/22,PW,PLW,-16.67%,-72.22%,1,5,1583161.931,6,4370,7228735.254,18,51661,166,0,0,-100.00%,-100.00%
14-Aug-22,Palau,East Asia & Pacific,Intra-Regional,Passenger,830,3635,830,0.00%,-77.17%,0.00%,-87.49%,217470.2264,1147948.855,8/14/22,PW,PLW,0.00%,-77.27%,1,5,1147948.855,5,,9176543.673,22,31758,166,0,0,,-100.00%
30-Aug-22,Palau,East Asia & Pacific,Intra-Regional,Passenger,830,2489,1010,21.69%,-59.42%,37.91%,-70.65%,217470.2264,1583161.931,8/30/22,PW,PLW,20.00%,-62.50%,1,6,1147948.855,5,,5394456.169,16,14613,166,0,4370,,-70.10%
2-Oct-22,Palau,East Asia & Pacific,Intra-Regional,Passenger,1010,2468,830,-17.82%,-66.37%,-27.49%,-78.43%,217470.2264,1147948.855,10/2/22,PW,PLW,-16.67%,-68.75%,1,5,1583161.931,6,4370,5322365.816,16,17161,166,0,0,-100.00%,-100.00%
6-Oct-22,Palau,East Asia & Pacific,Intra-Regional,Passenger,1010,2626,1010,0.00%,-61.54%,0.00%,-72.25%,217470.2264,1583161.931,10/6/22,PW,PLW,0.00%,-64.71%,1,6,1583161.931,6,4370,5704386.182,17,18716,166,0,4370,0.00%,-76.65%
21-Oct-22,Palau,East Asia & Pacific,Intra-Regional,Passenger,1010,2508,1010,0.00%,-59.73%,0.00%,-70.54%,495538.176,1583161.931,10/21/22,PW,PLW,0.00%,-62.50%,2,6,1583161.931,6,4370,5374768.28,16,15992,332,0,4370,0.00%,-72.67%
17-Nov-22,Palau,East Asia & Pacific,Intra-Regional,Passenger,1162,3070,1342,15.49%,-56.29%,26.48%,-72.19%,217470.2264,2078700.107,11/17/22,PW,PLW,14.29%,-60.00%,1,8,1643487.031,7,,7473868.437,20,29020,166,0,4370,,-84.94%
20-Nov-22,Palau,East Asia & Pacific,Intra-Regional,Passenger,1162,3070,1522,30.98%,-50.42%,52.96%,-66.36%,217470.2264,2513913.182,11/20/22,PW,PLW,28.57%,-55.00%,1,9,1643487.031,7,,7473868.437,20,29020,166,0,8740,,-69.88%
12-Dec-22,Palau,East Asia & Pacific,Intra-Regional,Passenger,1522,3312,1522,0.00%,-54.05%,0.00%,-68.64%,217470.2264,2513913.182,12/12/22,PW,PLW,0.00%,-57.14%,1,9,2513913.182,9,8740,8017231.272,21,28716,166,0,8740,0.00%,-69.56%
19-Dec-22,Palau,East Asia & Pacific,Intra-Regional,Passenger,1522,3432,1522,0.00%,-55.65%,0.00%,-70.21%,217470.2264,2513913.182,12/19/22,PW,PLW,0.00%,-59.09%,1,9,2513913.182,9,8740,8438627.416,22,27513,166,0,8740,0.00%,-68.23%
26-Dec-22,Palau,East Asia & Pacific,Intra-Regional,Passenger,1522,3560,1522,0.00%,-57.25%,0.00%,-70.18%,217470.2264,2513913.182,12/26/22,PW,PLW,0.00%,-59.09%,1,9,2513913.182,9,8740,8431284.669,22,22451,166,0,8740,0.00%,-61.07%
31-Jan-23,Palau,East Asia & Pacific,Intra-Regional,Passenger,1522,2590,1522,0.00%,-41.24%,0.00%,-60.53%,495538.176,2513913.182,1/31/23,PW,PLW,0.00%,-47.06%,2,9,2513913.182,9,8740,6368587.463,17,25606,332,0,8740,0.00%,-65.87%
6-Feb-23,Palau,East Asia & Pacific,Intra-Regional,Passenger,1522,3266,1522,0.00%,-53.40%,0.00%,-68.86%,217470.2264,2513913.182,2/6/23,PW,PLW,0.00%,-57.14%,1,9,2513913.182,9,8740,8072729.747,21,28716,166,0,8740,0.00%,-69.56%
10-Feb-23,Palau,East Asia & Pacific,Intra-Regional,Passenger,1522,3212,1522,0.00%,-52.62%,0.00%,-67.76%,495538.176,2513913.182,2/10/23,PW,PLW,0.00%,-57.14%,2,9,2513913.182,9,8740,7798045.595,21,29885,332,0,8740,0.00%,-70.75%
19-Feb-23,Palau,East Asia & Pacific,Intra-Regional,Passenger,1522,3448,1522,0.00%,-55.86%,0.00%,-70.77%,217470.2264,2513913.182,2/19/23,PW,PLW,0.00%,-59.09%,1,9,2513913.182,9,8740,8601323.174,22,45160,166,0,8740,0.00%,-80.65%
20-Feb-23,Palau,East Asia & Pacific,Intra-Regional,Passenger,1522,3739,1522,0.00%,-59.29%,0.00%,-73.64%,217470.2264,2513913.182,2/20/23,PW,PLW,0.00%,-60.87%,1,9,2513913.182,9,8740,9537600.645,23,53117,166,0,8740,0.00%,-83.55%
4-Mar-23,Palau,East Asia & Pacific,Intra-Regional,Passenger,1522,2827,1710,12.35%,-39.51%,17.43%,-56.38%,435213.0754,2952077.161,3/4/23,PW,PLW,11.11%,-44.44%,1,10,2513913.182,9,8740,6767391.084,18,19517,180,4370,28506,226.16%,46.06%
20-Mar-23,Palau,East Asia & Pacific,Intra-Regional,Passenger,1710,3195,1890,10.53%,-40.85%,14.74%,-56.78%,217470.2264,3387290.236,3/20/23,PW,PLW,10.00%,-45.00%,1,11,2952077.161,10,28506,7837675.719,20,48862,166,0,32876,15.33%,-32.72%
24-Mar-23,Palau,East Asia & Pacific,Intra-Regional,Passenger,1710,3684,1890,10.53%,-48.70%,14.74%,-63.16%,495538.176,3387290.236,3/24/23,PW,PLW,10.00%,-52.17%,2,11,2952077.161,10,28506,9195603.647,23,51972,332,0,32876,15.33%,-36.74%
7-Apr-23,Palau,East Asia & Pacific,Intra-Regional,Passenger,1710,2616,1710,0.00%,-34.63%,0.00%,-50.20%,495538.176,2952077.161,4/7/23,PW,PLW,0.00%,-44.44%,2,10,2952077.161,10,28506,5927440.75,18,16969,332,0,28506,0.00%,67.99%
21-Apr-23,Palau,East Asia & Pacific,Intra-Regional,Passenger,1710,2608,1802,5.38%,-30.90%,9.20%,-45.52%,495538.176,3223722.396,4/21/23,PW,PLW,10.00%,-35.29%,2,11,2952077.161,10,28506,5917618.622,17,16969,332,0,31195,9.43%,83.84%
23-May-23,Palau,East Asia & Pacific,Intra-Regional,Passenger,2070,2547,2430,17.39%,-4.59%,23.78%,-15.11%,938513.616,4892877.987,5/23/23,PW,PLW,16.67%,-17.65%,2,14,3952776.435,12,28506,5763922.083,17,20686,368,19766,28506,0.00%,37.80%
9-Jun-23,Palau,East Asia & Pacific,Intra-Regional,Passenger,2294,2041,2250,-1.92%,10.24%,-22.38%,1.83%,495538.176,4387989.511,6/9/23,PW,PLW,0.00%,-7.14%,2,13,5652850.297,13,32876,4309287.77,14,15396,332,0,32876,0.00%,113.54%
8-Jul-23,Palau,East Asia & Pacific,Intra-Regional,Passenger,2070,2279,2070,0.00%,-9.17%,0.00%,-17.58%,935562.7128,3952776.435,7/8/23,PW,PLW,0.00%,-20.00%,2,12,3952776.435,12,28506,4796113.065,15,14613,360,4370,28506,0.00%,95.07%
2-Aug-23,Palau,East Asia & Pacific,Intra-Regional,Passenger,2244,2912,2628,17.11%,-9.75%,29.63%,-18.91%,435213.0754,5750752.432,8/2/23,PW,PLW,15.38%,-16.67%,1,15,4436447.752,13,28506,7092146.978,18,33137,180,4370,28506,0.00%,-13.98%
3-Aug-23,Palau,East Asia & Pacific,Intra-Regional,Passenger,2244,2753,2628,17.11%,-4.54%,29.63%,-13.70%,217470.2264,5750752.432,8/3/23,PW,PLW,15.38%,-11.76%,1,15,4436447.752,13,28506,6663887.694,17,30589,166,0,28506,0.00%,-6.81%
4-Aug-23,Palau,East Asia & Pacific,Intra-Regional,Passenger,2439,2931,2433,-0.25%,-16.99%,-0.33%,-29.65%,979209.4921,5085260.931,8/4/23,PW,PLW,0.00%,-22.22%,3,14,5101939.252,14,28506,7228735.254,18,51661,506,0,28506,0.00%,-44.82%
20-Aug-23,Palau,East Asia & Pacific,Intra-Regional,Passenger,2064,3028,2418,17.15%,-20.15%,25.00%,-32.11%,717819.8638,4920119.068,8/20/23,PW,PLW,16.67%,-26.32%,2,14,3936098.114,12,28506,7247353.073,19,15782,346,0,28506,0.00%,80.62%
1-Sep-23,Palau,East Asia & Pacific,Intra-Regional,Passenger,2439,2330,2259,-7.38%,-3.05%,-9.81%,-7.34%,495538.176,4601589.615,9/1/23,PW,PLW,-7.14%,-13.33%,2,13,5101939.252,14,28506,4966196.885,15,12065,332,0,28506,0.00%,136.27%
15-Oct-23,Palau,East Asia & Pacific,Intra-Regional,Passenger,2944,2468,1738,-40.96%,-29.58%,-43.22%,-35.04%,717819.8638,3457238.259,10/15/23,PW,PLW,-41.18%,-37.50%,2,10,6088702.321,17,28506,5322365.816,16,17161,346,0,28506,0.00%,66.11%
30-Oct-23,Palau,East Asia & Pacific,Intra-Regional,Passenger,1890,2636,2070,9.52%,-21.47%,14.49%,-32.99%,217470.2264,3952776.435,10/30/23,PW,PLW,9.09%,-29.41%,1,12,3452426.798,11,28506,5899088.642,17,17410,166,0,28506,0.00%,63.73%
31-Oct-23,Palau,East Asia & Pacific,Intra-Regional,Passenger,2070,2563,1890,-8.70%,-26.26%,-12.66%,-40.99%,933702.1546,3452426.798,10/31/23,PW,PLW,-8.33%,-35.29%,3,11,3952776.435,12,28506,5850969.013,17,21376,520,19766,28506,0.00%,33.36%
5-Jan-20,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,2308,2128,2308,0.00%,8.46%,3.50%,4.13%,430283.8335,4086879.337,1/5/20,SB,SLB,0.00%,6.25%,2,17,3948491.752,17,35620,3924861.464,16,30627,237,2640,35620,0.00%,16.30%
17-Jan-20,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,2484,2292,2436,-1.93%,6.28%,-2.24%,3.83%,633252.0954,4381811.782,1/17/20,SB,SLB,0.00%,5.88%,3,18,4482280.31,18,35620,4220070.154,17,34105,381,5776,37241,4.55%,9.20%
18-Jan-20,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,2436,2262,2620,7.55%,15.83%,8.86%,14.46%,1139665.56,4770204.46,1/18/20,SB,SLB,5.56%,11.76%,4,19,4381811.782,18,37241,4167531.212,17,29509,586,8416,38260,2.74%,29.66%
22-Jan-20,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,2436,2262,2756,13.14%,21.84%,14.91%,20.82%,878408.4631,5035335.36,1/22/20,SB,SLB,11.11%,17.65%,4,20,4381811.782,18,37241,4167531.212,17,29509,512,10372,40900,9.83%,38.60%
5-Mar-20,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1715,2032,1912,11.49%,-5.91%,16.75%,-9.24%,523044.5698,3488270.881,3/5/20,SB,SLB,20.00%,20.00%,2,18,2987710.791,15,20027,3843345.793,15,28671,256,1854,22453,12.11%,-21.69%
11-Mar-20,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1905,2262,2014,5.72%,-10.96%,7.93%,-10.89%,430283.8335,3713724.904,3/11/20,SB,SLB,-11.11%,-5.88%,2,16,3440727.667,18,23244,4167531.212,17,29509,237,2640,23784,2.32%,-19.40%
15-Mar-20,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1947,2234,2292,17.72%,2.60%,18.46%,3.77%,641686.3616,4283882.072,3/15/20,SB,SLB,5.88%,5.88%,3,18,3616386.643,17,21426,4128065.161,17,28671,338,2640,29018,35.43%,1.21%
21-Mar-20,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,2199,2262,2191,-0.36%,-3.14%,-0.41%,-2.28%,548304.6198,4072479.543,3/21/20,SB,SLB,0.00%,0.00%,2,17,4089416.258,17,28114,4167531.212,17,29509,258,4261,29018,3.22%,-1.66%
22-Mar-20,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,2292,2161,1954,-14.75%,-9.58%,-16.59%,-11.23%,142359.6837,3573152.865,3/22/20,SB,SLB,-16.67%,-6.25%,1,15,4283882.072,18,29018,4025171.528,16,29509,101,0,26378,-9.10%,-10.61%
23-Mar-20,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,2191,2161,1954,-10.82%,-9.58%,-12.26%,-11.23%,287924.1498,3573152.865,3/23/20,SB,SLB,-11.76%,-6.25%,1,15,4072479.543,17,29018,4025171.528,16,29509,136,2640,26378,-9.10%,-10.61%
6-Dec-20,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,380,2600,388,2.11%,-85.08%,13.76%,-80.34%,461930.3241,913356.6848,12/6/20,SB,SLB,0.00%,-84.21%,1,3,802862.288,3,2640,4645782.521,19,37918,136,2640,7578,187.05%,-80.01%
29-Dec-20,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,306,2308,272,-11.11%,-88.21%,13.30%,-85.50%,284660.83,572584.9798,12/29/20,SB,SLB,0.00%,-88.24%,1,2,505362.6015,2,2640,3948491.752,17,35620,136,2640,5280,100.00%,-85.18%
29-Jan-21,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,408,2226,422,3.43%,-81.04%,-33.86%,-82.13%,530723.093,748161.5447,1/29/21,SB,SLB,0.00%,-82.35%,2,3,1131200.323,3,7920,4187353.819,17,26975,252,4938,4938,-37.65%,-81.69%
25-Feb-21,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,476,2199,450,-5.46%,-79.54%,-2.00%,-82.71%,420406.7137,708330.8634,2/25/21,SB,SLB,0.00%,-82.35%,2,3,722801.0532,3,2640,4096474.083,17,26031,314,3136,5776,118.79%,-77.81%
19-Aug-21,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,310,2310,543,75.16%,-76.49%,19.03%,-78.10%,647722.2852,935646.435,8/19/21,SB,SLB,100.00%,-76.47%,3,4,786078.6728,2,2640,4273022.701,17,27888,407,2640,5280,100.00%,-81.07%
6-Sep-21,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,442,2226,272,-38.46%,-87.78%,-27.41%,-85.84%,287924.1498,575848.2995,9/6/21,SB,SLB,-33.33%,-87.50%,1,2,793286.7513,3,5280,4067808.298,16,34160,136,2640,5280,0.00%,-84.54%
20-Oct-21,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,170,2163,884,420.00%,-59.13%,629.67%,-60.01%,287924.1498,1586573.503,10/20/21,SB,SLB,500.00%,-64.71%,1,6,217438.4517,1,,3967623.307,17,24697,136,2640,10560,,-57.24%
26-Oct-21,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,748,2307,616,-17.65%,-73.30%,-0.56%,-69.01%,498154.5231,1291441.274,10/26/21,SB,SLB,-20.00%,-77.78%,1,4,1298649.353,5,7920,4166938.91,18,31316,174,0,5280,-33.33%,-83.14%
10-Dec-21,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,272,2487,310,13.97%,-87.54%,36.51%,-81.88%,287924.1498,786078.6728,12/10/21,SB,SLB,0.00%,-88.89%,1,2,575848.2995,2,5280,4338679.369,18,40873,136,2640,2640,-50.00%,-93.54%
18-Dec-21,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,446,2763,588,31.84%,-78.72%,-6.70%,-79.02%,209764.1534,1002062.15,12/18/21,SB,SLB,33.33%,-80.00%,1,4,1074002.823,3,5280,4775571.912,20,38701,164,877,9789,85.40%,-74.71%
28-Jan-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,144,2104,144,0.00%,-93.16%,0.00%,-92.25%,304860.8645,304860.8645,1/28/22,SB,SLB,0.00%,-93.75%,1,1,304860.8645,1,1736,3931996.309,16,25354,144,1736,1736,0.00%,-93.15%
11-Feb-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,288,2398,144,-50.00%,-93.99%,-56.98%,-93.16%,304860.8645,304860.8645,2/11/22,SB,SLB,-50.00%,-94.44%,1,1,708638.8221,2,3472,4455455.362,18,32149,144,1736,1736,-50.00%,-94.60%
7-Jun-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,152,136,228,50.00%,67.65%,45.90%,87.92%,5818.927298,84422.43088,6/7/22,SB,SLB,50.00%,1100.00%,1,12,57861.9342,8,,44923.56176,1,4182,19,0,0,,-100.00%
11-Jun-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,171,136,209,22.22%,53.68%,18.58%,71.82%,7232.741775,77189.68911,6/11/22,SB,SLB,22.22%,1000.00%,1,11,65094.67598,9,,44923.56176,1,4182,19,0,0,,-100.00%
24-Jun-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,228,,190,-16.67%,,-19.49%,,19784.91344,63717.51428,6/24/22,SB,SLB,-16.67%,,3,10,79139.65377,12,,,,,57,0,0,,
29-Jun-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,190,136,228,20.00%,67.65%,19.34%,66.72%,12552.17167,74898.21034,6/29/22,SB,SLB,20.00%,1100.00%,2,12,62760.85834,10,,44923.56176,1,4182,38,0,0,,-100.00%
4-Jul-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,190,136,285,50.00%,109.56%,11.87%,58.66%,16571.58871,71277.92345,7/4/22,SB,SLB,50.00%,1400.00%,3,15,63717.51428,10,,44923.56176,1,4182,57,0,0,,-100.00%
7-Jul-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,228,,247,8.33%,,-28.35%,,4889.460758,53457.52035,7/7/22,SB,SLB,8.33%,,1,13,74604.79199,12,,,,,19,0,0,,
18-Jul-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,228,,342,50.00%,,107.59%,,5898.663991,178276.8416,7/18/22,SB,SLB,50.00%,,2,18,85881.20329,12,,,,,38,0,0,,
19-Jul-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,209,,342,63.64%,,91.22%,,2949.331995,168967.4203,7/19/22,SB,SLB,63.64%,,1,18,88361.0351,11,,,,,19,0,0,,
21-Jul-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,247,,304,23.08%,,10.32%,,19107.91176,142318.1888,7/21/22,SB,SLB,23.08%,,2,16,129003.752,13,,,,,38,0,0,,
8-Aug-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,19,,247,1200.00%,,987.51%,,21546.7531,68252.78017,8/8/22,SB,SLB,1200.00%,,4,13,6276.085834,1,,,,,76,0,0,,
30-Aug-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,228,,209,-8.33%,,-17.94%,,9520.5906,59048.58623,8/30/22,SB,SLB,-8.33%,,2,11,71957.25964,12,,,,,38,0,0,,
7-Sep-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,190,136,133,-30.00%,-2.21%,-35.13%,-21.12%,16392.47705,35433.65825,9/7/22,SB,SLB,-30.00%,600.00%,3,7,54622.77108,10,,44923.56176,1,4182,57,0,0,,-100.00%
8-Sep-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,133,136,171,28.57%,25.74%,23.72%,-1.42%,8851.630309,44285.28856,9/8/22,SB,SLB,28.57%,800.00%,2,9,35794.51358,7,,44923.56176,1,4182,38,0,0,,-100.00%
10-Sep-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,114,136,266,133.33%,95.59%,137.85%,64.31%,12552.17167,73815.44705,9/10/22,SB,SLB,133.33%,1300.00%,2,14,31034.21828,6,,44923.56176,1,4182,38,0,0,,-100.00%
12-Sep-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,95,136,266,180.00%,95.59%,229.50%,74.58%,7232.741775,78425.85985,9/12/22,SB,SLB,180.00%,1300.00%,1,14,23801.4765,5,,44923.56176,1,4182,19,0,0,,-100.00%
15-Sep-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,171,,399,133.33%,,193.75%,,17528.42155,130087.8988,9/15/22,SB,SLB,133.33%,,4,21,44285.28856,9,,,,,76,0,0,,
29-Sep-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,228,136,190,-16.67%,39.71%,4.37%,-6.60%,13585.33439,41956.85217,9/29/22,SB,SLB,-16.67%,900.00%,2,10,40200.6634,12,,44923.56176,1,4182,38,0,0,,-100.00%
4-Oct-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,228,136,171,-25.00%,25.74%,18.81%,17.56%,7232.741775,52811.98126,10/4/22,SB,SLB,-25.00%,800.00%,1,9,44452.25554,12,,44923.56176,1,4182,19,0,0,,-100.00%
10-Oct-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,171,,304,77.78%,,93.04%,,18828.2575,96478.22126,10/10/22,SB,SLB,77.78%,,3,16,49978.67947,9,,,,,57,0,0,,
18-Oct-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,323,136,266,-17.65%,95.59%,-16.07%,90.18%,18870.59637,85434.87971,10/18/22,SB,SLB,-17.65%,1300.00%,3,14,101797.6512,17,,44923.56176,1,4182,57,0,0,,-100.00%
19-Oct-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,304,136,247,-18.75%,81.62%,-17.14%,78.34%,14465.48355,80115.44981,10/19/22,SB,SLB,-18.75%,1200.00%,2,13,96684.35356,16,,44923.56176,1,4182,38,0,0,,-100.00%
26-Oct-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,247,136,285,15.38%,109.56%,-0.79%,76.93%,22307.70756,79483.89973,10/26/22,SB,SLB,15.38%,1400.00%,4,15,80115.44981,13,,44923.56176,1,4182,76,0,0,,-100.00%
28-Oct-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,266,136,304,14.29%,123.53%,-1.60%,79.08%,8798.879952,80449.16106,10/28/22,SB,SLB,14.29%,1500.00%,2,16,81760.80725,14,,44923.56176,1,4182,38,0,0,,-100.00%
31-Oct-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,285,136,323,13.33%,137.50%,-6.94%,78.39%,11640.78713,80138.65338,10/31/22,SB,SLB,13.33%,1600.00%,3,17,86112.83212,15,,44923.56176,1,4182,57,0,0,,-100.00%
20-Nov-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,152,136,247,62.50%,81.62%,106.87%,75.36%,15372.88318,78779.61,11/20/22,SB,SLB,62.50%,1200.00%,2,13,38082.3624,8,,44923.56176,1,4182,38,0,0,,-100.00%
26-Nov-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,228,136,209,-8.33%,53.68%,31.74%,99.91%,12552.17167,89805.65815,11/26/22,SB,SLB,-8.33%,1000.00%,2,11,68167.02212,12,,44923.56176,1,4182,38,0,0,,-100.00%
28-Nov-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,209,136,171,-18.18%,25.74%,9.81%,67.82%,7232.741775,75389.43092,11/28/22,SB,SLB,-18.18%,800.00%,1,9,68657.54593,11,,44923.56176,1,4182,19,0,0,,-100.00%
29-Nov-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,209,136,228,9.09%,67.65%,26.22%,111.00%,31660.08343,94790.76102,11/29/22,SB,SLB,9.09%,1100.00%,4,12,75097.37196,11,,44923.56176,1,4182,76,0,0,,-100.00%
