Country,ISO,Region,Date,Aircraft_type,Seats_arrivals_domestic,Seats_arrivals_interregional,Seats_arrivals_intraregional,Seats_arrivals_intl,Seats_arrivals_total,Available_seat_kilometers,Number_of_flights_domestic,Number_of_flights_interregional,Number_of_flights_intraregional,Number_of_flights_intl,Number_of_flights_total
Fiji,FJ,East Asia & Pacific,2019-10-30,passenger,894,313,2679,2992,3886,9818051.164577093,5,1,11,12,17
Fiji,FJ,East Asia & Pacific,2019-10-31,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2019-10-31,passenger,959,273,2879,3152,4111,11965048.604616156,8,1,9,10,18
Fiji,FJ,East Asia & Pacific,2019-11-01,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2019-11-01,passenger,711,313,2066,2379,3090,9392094.734132938,6,1,7,8,14
Fiji,FJ,East Asia & Pacific,2019-11-02,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2019-11-02,passenger,586,0,3236,3236,3822,10140557.660645647,5,0,11,11,16
Fiji,FJ,East Asia & Pacific,2019-11-03,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2019-11-03,passenger,793,708,3360,4068,4861,14738503.82172565,5,3,10,13,18
Fiji,FJ,East Asia & Pacific,2019-11-04,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2019-11-04,passenger,703,0,2513,2513,3216,7382385.929820853,6,0,9,9,15
Fiji,FJ,East Asia & Pacific,2019-11-05,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2019-11-05,passenger,575,0,2346,2346,2921,7970226.585077561,5,0,8,8,13
Fiji,FJ,East Asia & Pacific,2019-11-06,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2019-11-06,passenger,913,313,1958,2271,3184,7623341.504242234,5,1,9,10,15
Fiji,FJ,East Asia & Pacific,2019-11-07,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2019-11-07,passenger,872,0,2570,2570,3442,6936214.199390175,8,0,7,7,15
Fiji,FJ,East Asia & Pacific,2019-11-08,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2019-11-08,passenger,548,313,2248,2561,3109,9932827.813342737,6,1,6,7,13
Fiji,FJ,East Asia & Pacific,2019-11-09,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2019-11-09,passenger,581,273,3208,3481,4062,12701724.781945864,7,1,12,13,20
Fiji,FJ,East Asia & Pacific,2019-11-10,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2019-11-10,passenger,744,483,3750,4233,4977,14659799.374329668,5,2,10,12,17
Fiji,FJ,East Asia & Pacific,2019-11-11,cargo,0,0,0,0,0,0,0,1,2,3,3
Fiji,FJ,East Asia & Pacific,2019-11-11,passenger,608,0,2005,2005,2613,6281360.065099196,5,0,8,8,13
Fiji,FJ,East Asia & Pacific,2019-11-12,passenger,600,0,2885,2885,3485,9091116.486569269,4,0,7,7,11
Fiji,FJ,East Asia & Pacific,2019-11-13,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2019-11-13,passenger,765,313,2181,2494,3259,9793521.650374975,5,1,9,10,15
Fiji,FJ,East Asia & Pacific,2019-11-14,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2019-11-14,passenger,700,0,2688,2688,3388,7280687.2246656725,7,0,8,8,15
Fiji,FJ,East Asia & Pacific,2019-11-15,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2019-11-15,passenger,912,313,2248,2561,3473,9991965.694452628,9,1,6,7,16
Fiji,FJ,East Asia & Pacific,2019-11-16,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2019-11-16,passenger,1015,273,3550,3823,4838,13169529.70700596,11,1,13,14,25
Fiji,FJ,East Asia & Pacific,2019-11-17,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2019-11-17,passenger,1241,435,3582,4017,5258,14743070.29575696,8,2,10,12,20
Fiji,FJ,East Asia & Pacific,2019-11-18,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2019-11-18,passenger,1401,0,2519,2519,3920,7599527.192744517,15,0,10,10,25
Fiji,FJ,East Asia & Pacific,2019-11-19,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2019-11-19,passenger,1051,0,2469,2469,3520,6910666.7210125,11,0,7,7,18
Fiji,FJ,East Asia & Pacific,2019-11-20,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2019-11-20,passenger,1307,313,2571,2884,4191,10633145.355512043,9,1,12,13,22
Fiji,FJ,East Asia & Pacific,2019-11-21,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2019-11-21,passenger,1429,0,2469,2469,3898,6512589.635677695,11,0,9,9,20
Fiji,FJ,East Asia & Pacific,2019-11-22,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2019-11-22,passenger,1032,586,3091,3677,4709,14742347.341777977,8,2,8,10,18
Fiji,FJ,East Asia & Pacific,2019-11-23,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2019-11-23,passenger,1221,0,3102,3102,4323,9806166.680719964,13,0,11,11,24
Fiji,FJ,East Asia & Pacific,2019-11-24,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2019-11-24,passenger,1148,756,3644,4400,5548,15502955.808957838,9,3,10,13,22
Fiji,FJ,East Asia & Pacific,2019-11-25,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2019-11-25,passenger,1017,0,2830,2830,3847,10029521.416556459,13,0,10,10,23
Fiji,FJ,East Asia & Pacific,2019-11-26,passenger,952,273,2763,3036,3988,11244350.956137896,11,1,8,9,20
Fiji,FJ,East Asia & Pacific,2019-11-27,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2019-11-27,passenger,1115,313,2329,2642,3757,8467748.750122095,8,1,11,12,20
Fiji,FJ,East Asia & Pacific,2019-11-28,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2019-11-28,passenger,1380,273,2851,3124,4504,10377672.567741375,14,1,9,10,24
Fiji,FJ,East Asia & Pacific,2019-11-29,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2019-11-29,passenger,1080,313,2691,3004,4084,11354692.169062927,11,1,7,8,19
Fiji,FJ,East Asia & Pacific,2019-11-30,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2019-11-30,passenger,1072,0,3265,3265,4337,10247670.285998719,11,0,11,11,22
Fiji,FJ,East Asia & Pacific,2019-12-01,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2019-12-01,passenger,1246,750,3428,4178,5424,15375937.859223314,10,3,11,14,24
Fiji,FJ,East Asia & Pacific,2019-12-02,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2019-12-02,passenger,1131,0,3471,3471,4602,11993898.027281111,14,0,11,11,25
Fiji,FJ,East Asia & Pacific,2019-12-03,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2019-12-03,passenger,1180,0,2920,2920,4100,9058203.042158345,13,0,9,9,22
Fiji,FJ,East Asia & Pacific,2019-12-04,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2019-12-04,passenger,1321,586,2514,3100,4421,11992891.36093395,10,2,11,13,23
Fiji,FJ,East Asia & Pacific,2019-12-05,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2019-12-05,passenger,1537,0,3268,3268,4805,10603336.50388721,15,0,9,9,24
Fiji,FJ,East Asia & Pacific,2019-12-06,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2019-12-06,passenger,1221,313,2733,3046,4267,11665361.26105116,11,1,7,8,19
Fiji,FJ,East Asia & Pacific,2019-12-07,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2019-12-07,passenger,1115,0,3666,3666,4781,11298283.576440562,11,0,13,13,24
Fiji,FJ,East Asia & Pacific,2019-12-08,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2019-12-08,passenger,1474,750,3184,3934,5408,14862031.327537095,11,3,10,13,24
Fiji,FJ,East Asia & Pacific,2019-12-09,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2019-12-09,passenger,1088,0,3460,3460,4548,11968299.357479345,14,0,11,11,25
Fiji,FJ,East Asia & Pacific,2019-12-10,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2019-12-10,passenger,990,0,3520,3520,4510,11617123.203365834,11,0,10,10,21
Fiji,FJ,East Asia & Pacific,2019-12-11,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2019-12-11,passenger,1248,313,2849,3162,4410,10398136.53939049,10,1,11,12,22
Fiji,FJ,East Asia & Pacific,2019-12-12,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2019-12-12,passenger,1385,273,2802,3075,4460,10321473.3072421,12,1,9,10,22
Fiji,FJ,East Asia & Pacific,2019-12-13,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2019-12-13,passenger,1115,313,2555,2868,3983,10934959.380106868,12,1,7,8,20
Fiji,FJ,East Asia & Pacific,2019-12-14,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2019-12-14,passenger,1218,0,4651,4651,5869,13854271.207162123,13,0,12,12,25
Fiji,FJ,East Asia & Pacific,2019-12-15,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2019-12-15,passenger,1138,756,3059,3815,4953,14012826.847409716,7,3,11,14,21
Fiji,FJ,East Asia & Pacific,2019-12-16,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2019-12-16,passenger,1319,334,3742,4076,5395,15840629.544600286,17,1,11,12,29
Fiji,FJ,East Asia & Pacific,2019-12-17,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2019-12-17,passenger,1104,273,3586,3859,4963,13415611.867001556,12,1,9,10,22
Fiji,FJ,East Asia & Pacific,2019-12-18,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2019-12-18,passenger,1259,313,3553,3866,5125,13723399.701147111,11,1,12,13,24
Fiji,FJ,East Asia & Pacific,2019-12-19,cargo,0,0,0,0,0,0,0,2,1,3,3
Fiji,FJ,East Asia & Pacific,2019-12-19,passenger,1643,254,3285,3539,5182,12499187.327143379,16,1,10,11,27
Fiji,FJ,East Asia & Pacific,2019-12-20,cargo,0,0,0,0,0,0,0,2,0,2,2
Fiji,FJ,East Asia & Pacific,2019-12-20,passenger,1365,313,3510,3823,5188,13278528.31273273,12,1,8,9,21
Fiji,FJ,East Asia & Pacific,2019-12-21,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2019-12-21,passenger,1026,273,5350,5623,6649,18205815.16175299,11,1,14,15,26
Fiji,FJ,East Asia & Pacific,2019-12-22,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2019-12-22,passenger,1428,477,3951,4428,5856,16208185.81464176,9,2,12,14,23
Fiji,FJ,East Asia & Pacific,2019-12-23,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2019-12-23,passenger,1414,334,3637,3971,5385,15537094.076858917,15,1,10,11,26
Fiji,FJ,East Asia & Pacific,2019-12-24,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2019-12-24,passenger,1199,0,3587,3587,4786,11029265.44835771,15,0,8,8,23
Fiji,FJ,East Asia & Pacific,2019-12-25,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2019-12-25,passenger,1169,647,2510,3157,4326,12519388.222155083,9,2,12,14,23
Fiji,FJ,East Asia & Pacific,2019-12-26,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2019-12-26,passenger,915,0,2842,2842,3757,7907843.384542331,8,0,8,8,16
Fiji,FJ,East Asia & Pacific,2019-12-27,passenger,0,0,354,354,354,1122114.340425273,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2019-12-28,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2019-12-28,passenger,573,334,2672,3006,3579,11094683.297503935,8,1,4,5,13
Fiji,FJ,East Asia & Pacific,2019-12-29,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2019-12-29,passenger,1236,756,4257,5013,6249,19772692.65170831,10,3,12,15,25
Fiji,FJ,East Asia & Pacific,2019-12-30,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2019-12-30,passenger,1354,0,4260,4260,5614,14187978.40395258,15,0,11,11,26
Fiji,FJ,East Asia & Pacific,2019-12-31,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2019-12-31,passenger,1256,334,2746,3080,4336,11858782.881241042,16,1,8,9,25
Fiji,FJ,East Asia & Pacific,2020-01-01,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2020-01-01,passenger,1424,586,3010,3596,5020,12941402.026591966,14,2,9,11,25
Fiji,FJ,East Asia & Pacific,2020-01-02,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2020-01-02,passenger,1638,334,3081,3415,5053,11556585.283003483,14,1,9,10,24
Fiji,FJ,East Asia & Pacific,2020-01-03,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2020-01-03,passenger,1240,313,2820,3133,4373,11310762.801143067,12,1,7,8,20
Fiji,FJ,East Asia & Pacific,2020-01-04,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2020-01-04,passenger,1191,334,4107,4441,5632,15038164.111881522,13,1,13,14,27
Fiji,FJ,East Asia & Pacific,2020-01-05,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2020-01-05,passenger,1167,750,3697,4447,5614,17052332.279846575,10,3,12,15,25
Fiji,FJ,East Asia & Pacific,2020-01-06,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2020-01-06,passenger,936,334,3488,3822,4758,15304003.489019876,11,1,11,12,23
Fiji,FJ,East Asia & Pacific,2020-01-07,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2020-01-07,passenger,1128,0,3175,3175,4303,9958662.32079954,15,0,9,9,24
Fiji,FJ,East Asia & Pacific,2020-01-08,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2020-01-08,passenger,504,586,3209,3795,4299,13609594.571482234,8,2,11,13,21
Fiji,FJ,East Asia & Pacific,2020-01-09,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2020-01-09,passenger,853,0,3232,3232,4085,10439698.246452194,12,0,9,9,21
Fiji,FJ,East Asia & Pacific,2020-01-10,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2020-01-10,passenger,1275,334,2703,3037,4312,11871179.604157235,13,1,7,8,21
Fiji,FJ,East Asia & Pacific,2020-01-11,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2020-01-11,passenger,1031,334,4109,4443,5474,15040763.228676554,11,1,11,12,23
Fiji,FJ,East Asia & Pacific,2020-01-12,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2020-01-12,passenger,1327,504,4000,4504,5831,16527379.545729846,13,2,13,15,28
Fiji,FJ,East Asia & Pacific,2020-01-13,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2020-01-13,passenger,1025,0,3005,3005,4030,9259453.910120204,13,0,10,10,23
Fiji,FJ,East Asia & Pacific,2020-01-14,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2020-01-14,passenger,1147,334,3238,3572,4719,12866481.964694384,17,1,8,9,26
Fiji,FJ,East Asia & Pacific,2020-01-15,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2020-01-15,passenger,1036,273,3064,3337,4373,10460209.56440551,12,1,11,12,24
Fiji,FJ,East Asia & Pacific,2020-01-16,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2020-01-16,passenger,1200,334,2856,3190,4390,10132147.740605144,12,1,9,10,22
Fiji,FJ,East Asia & Pacific,2020-01-17,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2020-01-17,passenger,931,273,2690,2963,3894,10746340.912171477,10,1,5,6,16
Fiji,FJ,East Asia & Pacific,2020-01-18,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2020-01-18,passenger,1281,334,4767,5101,6382,18544190.158410415,14,1,10,11,25
Fiji,FJ,East Asia & Pacific,2020-01-19,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2020-01-19,passenger,1466,811,3093,3904,5370,15140507.99077767,15,3,10,13,28
Fiji,FJ,East Asia & Pacific,2020-01-20,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2020-01-20,passenger,938,334,3849,4183,5121,15323756.681422576,13,1,15,16,29
Fiji,FJ,East Asia & Pacific,2020-01-21,cargo,0,0,0,0,0,0,0,0,1,1,1
Fiji,FJ,East Asia & Pacific,2020-01-21,passenger,1209,334,2743,3077,4286,10745272.589758156,15,1,9,10,25
Fiji,FJ,East Asia & Pacific,2020-01-22,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2020-01-22,passenger,1093,334,2918,3252,4345,13633731.743133208,12,1,12,13,25
Fiji,FJ,East Asia & Pacific,2020-01-23,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2020-01-23,passenger,1379,334,2543,2877,4256,11659479.77618401,14,1,10,11,25
Fiji,FJ,East Asia & Pacific,2020-01-24,cargo,0,0,0,0,0,0,0,2,1,3,3
Fiji,FJ,East Asia & Pacific,2020-01-24,passenger,982,0,2616,2616,3598,7149618.327739072,10,0,6,6,16
Fiji,FJ,East Asia & Pacific,2020-01-25,cargo,0,0,0,0,0,0,0,0,3,3,3
Fiji,FJ,East Asia & Pacific,2020-01-25,passenger,1123,334,3451,3785,4908,13775952.812232943,10,1,12,13,23
Fiji,FJ,East Asia & Pacific,2020-01-26,cargo,0,0,0,0,0,0,0,2,0,2,2
Fiji,FJ,East Asia & Pacific,2020-01-26,passenger,1235,122,3672,3794,5029,11916153.21431767,12,1,14,15,27
Fiji,FJ,East Asia & Pacific,2020-01-27,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2020-01-27,passenger,892,334,2589,2923,3815,11305394.4609588,13,1,10,11,24
Fiji,FJ,East Asia & Pacific,2020-01-28,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2020-01-28,passenger,840,0,2519,2519,3359,7733181.022422825,14,0,9,9,23
Fiji,FJ,East Asia & Pacific,2020-01-29,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2020-01-29,passenger,1139,607,2215,2822,3961,12913591.870886624,12,2,11,13,25
Fiji,FJ,East Asia & Pacific,2020-01-30,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2020-01-30,passenger,1159,0,3135,3135,4294,11380532.31148682,13,0,10,10,23
Fiji,FJ,East Asia & Pacific,2020-01-31,cargo,0,0,0,0,0,0,0,0,3,3,3
Fiji,FJ,East Asia & Pacific,2020-01-31,passenger,1172,334,2135,2469,3641,9584526.411056204,13,1,7,8,21
Fiji,FJ,East Asia & Pacific,2020-02-01,cargo,0,0,0,0,0,0,0,2,1,3,3
Fiji,FJ,East Asia & Pacific,2020-02-01,passenger,903,0,3638,3638,4541,13195137.772076843,10,0,12,12,22
Fiji,FJ,East Asia & Pacific,2020-02-02,cargo,0,0,0,0,0,0,0,1,2,3,3
Fiji,FJ,East Asia & Pacific,2020-02-02,passenger,1082,498,2978,3476,4558,13602705.674965568,11,2,13,15,26
Fiji,FJ,East Asia & Pacific,2020-02-03,cargo,0,0,0,0,0,0,0,1,2,3,3
Fiji,FJ,East Asia & Pacific,2020-02-03,passenger,1041,0,1881,1881,2922,5631882.823202309,14,0,9,9,23
Fiji,FJ,East Asia & Pacific,2020-02-04,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2020-02-04,passenger,924,334,1819,2153,3077,9051009.95618899,13,1,9,10,23
Fiji,FJ,East Asia & Pacific,2020-02-05,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2020-02-05,passenger,940,0,2131,2131,3071,5010955.456595023,10,0,8,8,18
Fiji,FJ,East Asia & Pacific,2020-02-06,cargo,0,0,0,0,0,0,0,0,2,2,2
Fiji,FJ,East Asia & Pacific,2020-02-06,passenger,1169,334,1475,1809,2978,8692850.006747413,11,1,8,9,20
Fiji,FJ,East Asia & Pacific,2020-02-07,cargo,0,0,0,0,0,0,0,2,1,3,3
Fiji,FJ,East Asia & Pacific,2020-02-07,passenger,1096,0,2304,2304,3400,7555548.023285155,11,0,5,5,16
Fiji,FJ,East Asia & Pacific,2020-02-08,cargo,0,0,0,0,0,0,0,0,3,3,3
Fiji,FJ,East Asia & Pacific,2020-02-08,passenger,990,334,2837,3171,4161,11502556.561548056,8,1,11,12,20
Fiji,FJ,East Asia & Pacific,2020-02-09,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2020-02-09,passenger,1139,653,2829,3482,4621,12255906.107308099,11,2,12,14,25
Fiji,FJ,East Asia & Pacific,2020-02-10,cargo,0,0,0,0,0,0,0,0,3,3,3
Fiji,FJ,East Asia & Pacific,2020-02-10,passenger,1041,334,1719,2053,3094,7316415.818121336,11,1,7,8,19
Fiji,FJ,East Asia & Pacific,2020-02-11,cargo,0,0,0,0,0,0,0,1,3,4,4
Fiji,FJ,East Asia & Pacific,2020-02-11,passenger,859,0,1462,1462,2321,4075963.207547517,13,0,7,7,20
Fiji,FJ,East Asia & Pacific,2020-02-12,cargo,0,0,0,0,0,0,0,1,0,1,1
Fiji,FJ,East Asia & Pacific,2020-02-12,passenger,930,0,2485,2485,3415,6377920.209480501,11,0,8,8,19
Fiji,FJ,East Asia & Pacific,2020-02-13,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2020-02-13,passenger,1357,0,2090,2090,3447,5467121.109538887,12,0,7,7,19
Fiji,FJ,East Asia & Pacific,2020-02-14,cargo,0,0,0,0,0,0,0,1,2,3,3
Fiji,FJ,East Asia & Pacific,2020-02-14,passenger,1004,273,1807,2080,3084,6814463.260521041,10,1,6,7,17
Fiji,FJ,East Asia & Pacific,2020-02-15,cargo,0,0,0,0,0,0,0,1,3,4,4
Fiji,FJ,East Asia & Pacific,2020-02-15,passenger,952,0,2692,2692,3644,8595370.925490271,9,0,10,10,19
Fiji,FJ,East Asia & Pacific,2020-02-16,cargo,0,0,0,0,0,0,0,1,2,3,3
Fiji,FJ,East Asia & Pacific,2020-02-16,passenger,1248,477,2558,3035,4283,10297723.922670703,11,2,10,12,23
Fiji,FJ,East Asia & Pacific,2020-02-17,cargo,0,0,0,0,0,0,0,1,3,4,4
Fiji,FJ,East Asia & Pacific,2020-02-17,passenger,1044,0,1078,1078,2122,2460151.8602172974,11,0,6,6,17
Fiji,FJ,East Asia & Pacific,2020-02-18,cargo,0,0,0,0,0,0,0,1,3,4,4
Fiji,FJ,East Asia & Pacific,2020-02-18,passenger,905,0,1192,1192,2097,3587116.754767079,12,0,5,5,17
Fiji,FJ,East Asia & Pacific,2020-02-19,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2020-02-19,passenger,756,0,2555,2555,3311,6579036.655564479,10,0,8,8,18
Fiji,FJ,East Asia & Pacific,2020-02-20,cargo,0,0,0,0,0,0,0,1,2,3,3
Fiji,FJ,East Asia & Pacific,2020-02-20,passenger,689,0,1754,1754,2443,4604387.962064701,8,0,5,5,13
Fiji,FJ,East Asia & Pacific,2020-02-21,cargo,0,0,0,0,0,0,0,1,3,4,4
Fiji,FJ,East Asia & Pacific,2020-02-21,passenger,510,273,1662,1935,2445,7239431.444971345,6,1,5,6,12
Fiji,FJ,East Asia & Pacific,2020-02-22,cargo,0,0,0,0,0,0,0,1,3,4,4
Fiji,FJ,East Asia & Pacific,2020-02-22,passenger,445,0,2587,2587,3032,7994119.388116837,4,0,10,10,14
Fiji,FJ,East Asia & Pacific,2020-02-23,cargo,0,0,0,0,0,0,0,1,2,3,3
Fiji,FJ,East Asia & Pacific,2020-02-23,passenger,847,483,1834,2317,3164,8411996.696016718,7,2,8,10,17
Fiji,FJ,East Asia & Pacific,2020-02-24,cargo,0,0,0,0,0,0,0,1,2,3,3
Fiji,FJ,East Asia & Pacific,2020-02-24,passenger,628,0,1815,1815,2443,4358027.844047304,7,0,8,8,15
Fiji,FJ,East Asia & Pacific,2020-02-25,cargo,0,0,0,0,0,0,0,1,2,3,3
Fiji,FJ,East Asia & Pacific,2020-02-25,passenger,772,0,1915,1915,2687,5086543.249648859,9,0,7,7,16
Fiji,FJ,East Asia & Pacific,2020-02-26,cargo,0,0,0,0,0,0,0,1,1,2,2
Fiji,FJ,East Asia & Pacific,2020-02-26,passenger,589,0,2129,2129,2718,5460898.098840119,6,0,10,10,16
Fiji,FJ,East Asia & Pacific,2020-02-27,cargo,0,0,0,0,0,0,0,1,3,4,4
Fiji,FJ,East Asia & Pacific,2020-02-27,passenger,700,0,1538,1538,2238,4068097.174756661,9,0,6,6,15
Fiji,FJ,East Asia & Pacific,2020-02-28,cargo,0,0,0,0,0,0,0,2,2,4,4
Fiji,FJ,East Asia & Pacific,2020-02-28,passenger,592,0,1691,1691,2283,5020186.320438075,5,0,4,4,9
Fiji,FJ,East Asia & Pacific,2020-02-29,cargo,0,0,0,0,0,0,0,1,3,4,4
Fiji,FJ,East Asia & Pacific,2020-02-29,passenger,611,0,2745,2745,3356,7169310.063760596,4,0,10,10,14
Fiji,FJ,East Asia & Pacific,2020-03-01,cargo,0,0,0,0,0,0,0,1,2,3,3
