,destination_iso_country,date,fl_ranking,fl_wow_change,fl_yoy_change,destination_country,flights_number_7days,week,year,weekday,psg_ranking,psg_wow_change,psg_yoy_change,passengers_number_7days
243,FJ,2020-08-31,2,15.79%,-82.95%,Fiji,44,36,2020,1,2,10.32%,-83.96%,4490
244,FJ,2020-09-01,2,5.00%,-83.66%,Fiji,42,36,2020,2,2,-7.85%,-85.64%,4040
245,FJ,2020-09-02,2,11.90%,-81.42%,Fiji,47,36,2020,3,2,7.45%,-82.87%,4829
246,FJ,2020-09-03,2,0.00%,-82.42%,Fiji,45,36,2020,4,2,-14.86%,-84.86%,4330
247,FJ,2020-09-04,2,19.51%,-80.86%,Fiji,49,36,2020,5,2,7.01%,-82.89%,4902
248,FJ,2020-09-05,2,24.39%,-80.23%,Fiji,51,36,2020,6,2,13.23%,-82.95%,4981
249,FJ,2020-09-06,2,18.60%,-80.46%,Fiji,51,36,2020,7,2,9.52%,-83.29%,4923
250,FJ,2020-09-07,2,13.64%,-81.34%,Fiji,50,37,2020,1,2,9.33%,-83.83%,4909
251,FJ,2020-09-08,2,23.81%,-80.38%,Fiji,52,37,2020,2,2,36.91%,-81.62%,5531
252,FJ,2020-09-09,2,4.26%,-81.58%,Fiji,49,37,2020,3,2,1.45%,-83.67%,4899
253,FJ,2020-09-10,2,4.44%,-82.46%,Fiji,47,37,2020,4,2,13.81%,-83.40%,4928
254,FJ,2020-09-11,2,-10.20%,-83.58%,Fiji,44,37,2020,5,2,-11.00%,-85.37%,4363
255,FJ,2020-09-12,2,-15.69%,-84.01%,Fiji,43,37,2020,6,2,-14.60%,-85.64%,4254
256,FJ,2020-09-13,2,-13.73%,-83.33%,Fiji,44,37,2020,7,2,-13.39%,-85.37%,4264
257,FJ,2020-09-14,2,-10.00%,-82.49%,Fiji,45,38,2020,1,2,-13.49%,-85.03%,4247
258,FJ,2020-09-15,2,-13.46%,-82.63%,Fiji,45,38,2020,2,2,-28.13%,-86.17%,3975
259,FJ,2020-09-16,2,-2.04%,-81.40%,Fiji,48,38,2020,3,2,-8.94%,-84.18%,4461
260,FJ,2020-09-17,2,4.26%,-80.86%,Fiji,49,38,2020,4,2,-8.73%,-84.07%,4498
261,FJ,2020-09-18,2,20.45%,-79.13%,Fiji,53,38,2020,5,2,15.98%,-81.93%,5060
262,FJ,2020-09-19,2,25.58%,-78.82%,Fiji,54,38,2020,6,2,22.36%,-81.82%,5205
263,FJ,2020-09-20,2,25.00%,-78.26%,Fiji,55,38,2020,7,2,25.05%,-81.40%,5332
264,FJ,2020-09-21,2,22.22%,-78.93%,Fiji,55,39,2020,1,2,27.67%,-81.87%,5422
265,FJ,2020-09-22,2,22.22%,-79.01%,Fiji,55,39,2020,2,2,37.99%,-81.61%,5485
266,FJ,2020-09-23,2,6.25%,-80.61%,Fiji,51,39,2020,3,2,13.94%,-83.50%,5083
267,FJ,2020-09-24,2,6.12%,-79.77%,Fiji,52,39,2020,4,2,20.50%,-82.34%,5420
268,FJ,2020-09-25,2,0.00%,-79.62%,Fiji,53,39,2020,5,2,8.56%,-82.28%,5493
269,FJ,2020-09-26,2,-1.85%,-79.62%,Fiji,53,39,2020,6,2,5.53%,-82.16%,5493
270,FJ,2020-09-27,2,-1.82%,-79.78%,Fiji,54,39,2020,7,2,9.28%,-81.39%,5827
271,FJ,2020-09-28,2,-9.09%,-81.13%,Fiji,50,40,2020,1,2,3.41%,-82.12%,5607
272,FJ,2020-09-29,2,-14.55%,-82.33%,Fiji,47,40,2020,2,2,-8.75%,-84.16%,5005
273,FJ,2020-09-30,2,-3.92%,-81.30%,Fiji,49,40,2020,3,2,2.42%,-83.25%,5206
274,FJ,2020-10-01,2,-3.85%,-79.84%,Fiji,50,40,2020,4,2,-2.29%,-82.58%,5296
275,FJ,2020-10-02,2,-3.77%,-79.18%,Fiji,51,40,2020,5,2,4.64%,-80.95%,5748
276,FJ,2020-10-03,2,-5.66%,-79.59%,Fiji,50,40,2020,6,2,4.30%,-80.97%,5729
277,FJ,2020-10-04,2,-7.41%,-79.59%,Fiji,50,40,2020,7,2,-6.47%,-81.97%,5450
278,FJ,2020-10-05,2,12.00%,-76.57%,Fiji,56,41,2020,1,2,6.83%,-79.65%,5990
279,FJ,2020-10-06,2,23.40%,-76.03%,Fiji,58,41,2020,2,2,30.97%,-77.79%,6555
280,FJ,2020-10-07,2,24.49%,-75.30%,Fiji,61,41,2020,3,2,38.19%,-75.65%,7194
281,FJ,2020-10-08,2,20.00%,-77.53%,Fiji,60,41,2020,4,2,29.80%,-77.58%,6874
282,FJ,2020-10-09,2,13.73%,-78.52%,Fiji,58,41,2020,5,2,11.24%,-79.06%,6394
283,FJ,2020-10-10,2,22.00%,-77.32%,Fiji,61,41,2020,6,2,17.04%,-78.01%,6705
284,FJ,2020-10-11,2,18.00%,-78.47%,Fiji,59,41,2020,7,2,21.67%,-78.78%,6631
285,FJ,2020-10-12,2,0.00%,-79.93%,Fiji,56,42,2020,1,2,-0.82%,-80.73%,5941
286,FJ,2020-10-13,2,-3.45%,-79.78%,Fiji,56,42,2020,2,2,-11.75%,-80.99%,5785
287,FJ,2020-10-14,2,-14.75%,-81.36%,Fiji,52,42,2020,3,2,-25.26%,-82.54%,5377
288,FJ,2020-10-15,2,-18.33%,-82.37%,Fiji,49,42,2020,4,2,-27.22%,-83.43%,5003
289,FJ,2020-10-16,2,-15.52%,-82.18%,Fiji,49,42,2020,5,2,-21.75%,-83.46%,5003
290,FJ,2020-10-17,2,-19.67%,-82.25%,Fiji,49,42,2020,6,2,-25.49%,-83.52%,4996
291,FJ,2020-10-18,2,-20.34%,-81.85%,Fiji,47,42,2020,7,2,-26.32%,-82.89%,4886
292,FJ,2020-10-19,2,-10.71%,-80.54%,Fiji,50,43,2020,1,2,-6.50%,-80.59%,5555
293,FJ,2020-10-20,2,-8.93%,-80.23%,Fiji,51,43,2020,2,2,1.97%,-79.28%,5899
294,FJ,2020-10-21,2,-3.85%,-80.24%,Fiji,50,43,2020,3,2,2.34%,-80.11%,5503
295,FJ,2020-10-22,2,4.08%,-79.52%,Fiji,51,43,2020,4,2,15.45%,-78.74%,5776
296,FJ,2020-10-23,2,8.16%,-78.71%,Fiji,53,43,2020,5,2,23.25%,-77.50%,6166
297,FJ,2020-10-24,2,8.16%,-78.46%,Fiji,53,43,2020,6,2,26.90%,-76.32%,6340
298,FJ,2020-10-25,2,17.02%,-78.52%,Fiji,55,43,2020,7,2,32.01%,-76.36%,6450
299,FJ,2020-10-26,2,6.00%,-79.22%,Fiji,53,44,2020,1,2,10.08%,-77.31%,6115
300,FJ,2020-10-27,2,1.96%,-79.20%,Fiji,52,44,2020,2,2,-0.25%,-77.92%,5884
301,FJ,2020-10-28,2,6.00%,-79.05%,Fiji,53,44,2020,3,2,11.88%,-77.05%,6157
302,FJ,2020-10-29,2,3.92%,-79.30%,Fiji,53,44,2020,4,2,7.10%,-77.23%,6186
303,FJ,2020-10-30,2,-1.89%,-79.77%,Fiji,52,44,2020,5,2,-3.47%,-78.10%,5952
304,FJ,2020-10-31,2,-1.89%,-79.77%,Fiji,52,44,2020,6,2,-8.75%,-78.70%,5785
305,FJ,2020-11-01,2,-3.64%,-79.13%,Fiji,53,44,2020,7,2,-5.13%,-76.98%,6119
306,FJ,2020-11-02,2,0.00%,-78.97%,Fiji,53,45,2020,1,2,0.07%,-76.83%,6119
307,FJ,2020-11-03,2,0.00%,-79.37%,Fiji,52,45,2020,2,2,-1.33%,-77.87%,5806
308,FJ,2020-11-04,2,0.00%,-78.97%,Fiji,53,45,2020,3,2,2.58%,-75.63%,6316
309,FJ,2020-11-05,2,3.77%,-77.91%,Fiji,55,45,2020,4,2,1.15%,-75.32%,6257
310,FJ,2020-11-06,2,5.77%,-77.73%,Fiji,55,45,2020,5,2,2.22%,-75.31%,6084
311,FJ,2020-11-07,2,5.77%,-77.55%,Fiji,55,45,2020,6,2,5.86%,-75.01%,6124
312,FJ,2020-11-08,2,1.89%,-78.14%,Fiji,54,45,2020,7,2,-0.96%,-75.96%,6060
313,FJ,2020-11-09,2,1.89%,-78.14%,Fiji,54,46,2020,1,2,1.06%,-75.50%,6184
314,FJ,2020-11-10,2,3.85%,-78.40%,Fiji,54,46,2020,2,2,7.20%,-75.95%,6224
315,FJ,2020-11-11,2,1.89%,-77.78%,Fiji,54,46,2020,3,2,-3.40%,-75.83%,6101
316,FJ,2020-11-12,2,-3.64%,-78.37%,Fiji,53,46,2020,4,2,-3.58%,-76.83%,6033
317,FJ,2020-11-13,2,-3.64%,-78.46%,Fiji,53,46,2020,5,2,3.93%,-75.53%,6323
318,FJ,2020-11-14,2,-1.82%,-78.14%,Fiji,54,46,2020,6,2,5.05%,-74.83%,6433
319,FJ,2020-11-15,2,0.00%,-78.57%,Fiji,54,46,2020,7,2,4.82%,-75.24%,6352
320,FJ,2020-11-16,2,0.00%,-79.39%,Fiji,54,47,2020,1,2,0.71%,-76.42%,6228
321,FJ,2020-11-17,2,0.00%,-79.93%,Fiji,54,47,2020,2,2,0.06%,-76.68%,6228
322,FJ,2020-11-18,2,1.85%,-80.84%,Fiji,55,47,2020,3,2,-2.07%,-78.64%,5975
323,FJ,2020-11-19,2,9.43%,-80.60%,Fiji,58,47,2020,4,2,12.43%,-76.12%,6783
324,FJ,2020-11-20,2,5.66%,-81.82%,Fiji,56,47,2020,5,2,-1.99%,-78.88%,6197
325,FJ,2020-11-21,2,5.56%,-82.08%,Fiji,57,47,2020,6,2,1.13%,-78.37%,6506
326,FJ,2020-11-22,2,9.26%,-81.68%,Fiji,59,47,2020,7,2,6.72%,-78.14%,6779
327,FJ,2020-11-23,2,7.41%,-81.88%,Fiji,58,48,2020,1,2,7.82%,-77.80%,6715
328,FJ,2020-11-24,2,9.26%,-81.62%,Fiji,59,48,2020,2,2,8.85%,-77.61%,6779
329,FJ,2020-11-25,2,7.27%,-81.50%,Fiji,59,48,2020,3,2,18.86%,-76.49%,7102
330,FJ,2020-11-26,2,1.72%,-81.33%,Fiji,59,48,2020,4,2,-11.71%,-80.06%,5989
331,FJ,2020-11-27,2,10.71%,-80.25%,Fiji,62,48,2020,5,2,5.37%,-77.92%,6530
332,FJ,2020-11-28,2,7.02%,-80.70%,Fiji,61,48,2020,6,2,3.90%,-77.40%,6760
333,FJ,2020-11-29,2,1.69%,-81.13%,Fiji,60,48,2020,7,2,-2.17%,-77.25%,6632
334,FJ,2020-11-30,2,8.62%,-80.25%,Fiji,63,49,2020,1,2,5.78%,-75.86%,7103
335,FJ,2020-12-01,2,5.08%,-80.75%,Fiji,62,49,2020,2,2,3.84%,-75.94%,7039
336,FJ,2020-12-02,2,1.69%,-81.87%,Fiji,60,49,2020,3,2,-5.97%,-77.80%,6678
337,FJ,2020-12-03,2,-3.39%,-83.14%,Fiji,57,49,2020,4,2,19.45%,-76.29%,7154
338,FJ,2020-12-04,2,-12.90%,-84.44%,Fiji,54,49,2020,5,2,1.00%,-78.62%,6595
339,FJ,2020-12-05,2,-13.11%,-84.90%,Fiji,53,49,2020,6,2,-6.98%,-79.63%,6288
340,FJ,2020-12-06,2,-10.00%,-84.66%,Fiji,54,49,2020,7,2,-5.31%,-79.78%,6280
341,FJ,2020-12-07,2,-12.70%,-84.59%,Fiji,55,50,2020,1,2,-8.25%,-79.32%,6517
342,FJ,2020-12-08,2,-9.68%,-84.40%,Fiji,56,50,2020,2,2,-7.71%,-79.37%,6496
343,FJ,2020-12-09,2,0.00%,-83.24%,Fiji,60,50,2020,3,2,5.77%,-77.70%,7063
344,FJ,2020-12-10,2,3.51%,-83.47%,Fiji,59,50,2020,4,2,-11.31%,-80.12%,6345
345,FJ,2020-12-11,2,16.67%,-82.25%,Fiji,63,50,2020,5,2,1.21%,-79.25%,6675
346,FJ,2020-12-12,2,24.53%,-81.14%,Fiji,66,50,2020,6,2,11.05%,-78.24%,6983
347,FJ,2020-12-13,2,29.63%,-80.00%,Fiji,70,50,2020,7,2,24.59%,-75.50%,7824
348,FJ,2020-12-14,2,25.45%,-80.73%,Fiji,69,51,2020,1,2,16.60%,-76.94%,7599
349,FJ,2020-12-15,2,21.43%,-80.40%,Fiji,68,51,2020,2,2,16.27%,-76.96%,7553
350,FJ,2020-12-16,2,10.00%,-81.14%,Fiji,66,51,2020,3,2,0.08%,-78.56%,7069
351,FJ,2020-12-17,2,0.00%,-83.38%,Fiji,59,51,2020,4,2,3.61%,-80.57%,6574
352,FJ,2020-12-18,2,-14.29%,-85.00%,Fiji,54,51,2020,5,2,-12.54%,-82.99%,5838
353,FJ,2020-12-19,2,-24.24%,-86.49%,Fiji,50,51,2020,6,2,-29.01%,-85.70%,4957
354,FJ,2020-12-20,2,-28.57%,-86.81%,Fiji,50,51,2020,7,2,-38.39%,-86.38%,4820
355,FJ,2020-12-21,2,-18.84%,-85.11%,Fiji,56,52,2020,1,2,-16.95%,-82.38%,6311
356,FJ,2020-12-22,2,-13.24%,-84.79%,Fiji,59,52,2020,2,2,-10.08%,-81.31%,6792
357,FJ,2020-12-23,2,-1.52%,-83.33%,Fiji,65,52,2020,3,2,6.07%,-79.53%,7498
358,FJ,2020-12-24,2,23.73%,-81.19%,Fiji,73,52,2020,4,2,23.79%,-77.34%,8138
359,FJ,2020-12-25,2,33.33%,-80.90%,Fiji,72,52,2020,5,2,43.34%,-75.94%,8368
360,FJ,2020-12-26,2,44.00%,-79.55%,Fiji,72,52,2020,6,2,76.58%,-73.81%,8753
361,FJ,2020-12-27,2,32.00%,-77.85%,Fiji,66,52,2020,7,2,61.02%,-73.11%,7761
362,FJ,2020-12-28,2,3.57%,-78.52%,Fiji,58,53,2020,1,2,-8.97%,-77.74%,5745
363,FJ,2020-12-29,2,-5.08%,-78.95%,Fiji,56,53,2020,2,2,-19.98%,-79.28%,5435
364,FJ,2020-12-30,2,-16.92%,-79.70%,Fiji,54,53,2020,3,2,-29.74%,-79.87%,5268
365,FJ,2020-12-31,2,-28.77%,-80.60%,Fiji,52,53,2020,4,2,-36.29%,-80.04%,5185
366,FJ,2021-01-01,2,-26.39%,-81.53%,Fiji,53,53,2020,5,2,-40.68%,-84.68%,4964
367,FJ,2021-01-02,2,-26.39%,-81.66%,Fiji,53,53,2020,6,2,-46.13%,-85.57%,4715
368,FJ,2021-01-03,2,-16.67%,-81.48%,Fiji,55,53,2020,7,2,-39.13%,-85.87%,4724
369,FJ,2021-01-04,2,-3.45%,-80.56%,Fiji,56,1,2021,1,2,-11.33%,-84.44%,5094
370,FJ,2021-01-05,2,-1.79%,-80.43%,Fiji,55,1,2021,2,2,-6.97%,-84.49%,5056
371,FJ,2021-01-06,2,-7.41%,-82.01%,Fiji,50,1,2021,3,2,-12.09%,-85.93%,4631
372,FJ,2021-01-07,2,0.00%,-81.36%,Fiji,52,1,2021,4,2,-5.57%,-84.98%,4896
373,FJ,2021-01-08,2,-1.89%,-81.56%,Fiji,52,1,2021,5,2,5.70%,-83.98%,5247
374,FJ,2021-01-09,2,0.00%,-81.07%,Fiji,53,1,2021,6,2,20.93%,-82.49%,5702
375,FJ,2021-01-10,2,-3.64%,-80.80%,Fiji,53,1,2021,7,2,32.07%,-80.69%,6239
376,FJ,2021-01-11,2,-5.36%,-80.37%,Fiji,53,2,2021,1,2,21.77%,-80.23%,6203
377,FJ,2021-01-12,2,-7.27%,-81.39%,Fiji,51,2,2021,2,2,13.92%,-81.68%,5760
378,FJ,2021-01-13,2,2.00%,-81.79%,Fiji,51,2,2021,3,2,29.82%,-80.83%,6012
379,FJ,2021-01-14,2,3.85%,-80.78%,Fiji,54,2,2021,4,2,24.14%,-80.47%,6078
380,FJ,2021-01-15,2,5.77%,-80.22%,Fiji,55,2,2021,5,2,16.37%,-79.99%,6106
381,FJ,2021-01-16,2,7.55%,-79.50%,Fiji,57,2,2021,6,2,14.17%,-78.58%,6510
382,FJ,2021-01-17,2,5.66%,-79.78%,Fiji,56,2,2021,7,2,-3.99%,-80.11%,5990
383,FJ,2021-01-18,2,3.77%,-81.16%,Fiji,55,3,2021,1,2,-11.46%,-82.52%,5492
384,FJ,2021-01-19,2,17.65%,-80.00%,Fiji,60,3,2021,2,2,4.72%,-81.19%,6032
385,FJ,2021-01-20,2,15.69%,-80.07%,Fiji,59,3,2021,3,2,-5.31%,-81.84%,5693
386,FJ,2021-01-21,2,9.26%,-80.07%,Fiji,59,3,2021,4,2,-4.54%,-81.64%,5802
387,FJ,2021-01-22,2,7.27%,-80.07%,Fiji,59,3,2021,5,2,-9.55%,-82.54%,5523
388,FJ,2021-01-23,2,0.00%,-81.19%,Fiji,57,3,2021,6,2,-21.37%,-83.98%,5119
389,FJ,2021-01-24,2,0.00%,-81.76%,Fiji,56,3,2021,7,2,-13.84%,-83.96%,5161
390,FJ,2021-01-25,2,5.45%,-81.23%,Fiji,58,4,2021,1,2,4.55%,-82.28%,5742
391,FJ,2021-01-26,2,-10.00%,-81.76%,Fiji,54,4,2021,2,2,-8.57%,-82.07%,5515
392,FJ,2021-01-27,2,-11.86%,-82.55%,Fiji,52,4,2021,3,2,-4.18%,-82.48%,5455
393,FJ,2021-01-28,2,-18.64%,-83.73%,Fiji,48,4,2021,4,2,-7.81%,-82.70%,5349
394,FJ,2021-01-29,2,-22.03%,-84.35%,Fiji,46,4,2021,5,2,-1.79%,-82.08%,5424
395,FJ,2021-01-30,2,-31.58%,-86.64%,Fiji,39,4,2021,6,2,-10.86%,-84.63%,4563
396,FJ,2021-01-31,2,-26.79%,-85.91%,Fiji,41,4,2021,7,2,-6.03%,-83.40%,4850
397,FJ,2021-02-01,2,-25.86%,-85.12%,Fiji,43,5,2021,1,2,-8.24%,-81.77%,5269
398,FJ,2021-02-02,3,-22.22%,-85.71%,Fiji,42,5,2021,2,2,-8.21%,-82.50%,5062
399,FJ,2021-02-03,2,-9.62%,-84.01%,Fiji,47,5,2021,3,2,11.42%,-79.01%,6078
400,FJ,2021-02-04,2,2.08%,-83.45%,Fiji,49,5,2021,4,2,21.52%,-77.10%,6500
401,FJ,2021-02-05,2,17.39%,-81.51%,Fiji,54,5,2021,5,2,20.83%,-76.31%,6554
402,FJ,2021-02-06,2,53.85%,-79.31%,Fiji,60,5,2021,6,2,54.20%,-74.26%,7036
403,FJ,2021-02-07,2,39.02%,-80.21%,Fiji,57,5,2021,7,2,36.39%,-75.36%,6615
404,FJ,2021-02-08,2,18.60%,-82.11%,Fiji,51,6,2021,1,2,10.23%,-78.17%,5808
405,FJ,2021-02-09,2,23.81%,-81.63%,Fiji,52,6,2021,2,2,20.49%,-76.83%,6099
406,FJ,2021-02-10,2,0.00%,-83.68%,Fiji,47,6,2021,3,2,-19.99%,-81.65%,4863
407,FJ,2021-02-11,2,-10.20%,-84.72%,Fiji,44,6,2021,4,2,-34.18%,-83.80%,4278
408,FJ,2021-02-12,2,-24.07%,-85.86%,Fiji,41,6,2021,5,2,-34.39%,-84.06%,4300
409,FJ,2021-02-13,2,-33.33%,-86.11%,Fiji,40,6,2021,6,2,-38.29%,-84.02%,4342
410,FJ,2021-02-14,2,-28.07%,-85.66%,Fiji,41,6,2021,7,2,-29.86%,-82.97%,4640
411,FJ,2021-02-15,2,-15.69%,-84.91%,Fiji,43,7,2021,1,2,-19.83%,-82.88%,4656
412,FJ,2021-02-16,2,-21.15%,-85.51%,Fiji,41,7,2021,2,2,-27.79%,-83.76%,4404
413,FJ,2021-02-17,2,-6.38%,-84.23%,Fiji,44,7,2021,3,2,-7.57%,-83.32%,4495
414,FJ,2021-02-18,2,6.82%,-82.78%,Fiji,47,7,2021,4,2,17.27%,-81.34%,5017
415,FJ,2021-02-19,2,9.76%,-83.27%,Fiji,45,7,2021,5,2,17.51%,-81.04%,5053
416,FJ,2021-02-20,2,15.00%,-82.71%,Fiji,46,7,2021,6,2,13.33%,-81.46%,4921
417,FJ,2021-02-21,2,21.95%,-80.77%,Fiji,50,7,2021,7,2,10.73%,-80.45%,5138
418,FJ,2021-02-22,2,16.28%,-80.31%,Fiji,50,8,2021,1,2,19.01%,-78.67%,5541
419,FJ,2021-02-23,2,24.39%,-79.92%,Fiji,51,8,2021,2,2,27.27%,-78.68%,5605
420,FJ,2021-02-24,2,11.36%,-80.32%,Fiji,49,8,2021,3,2,25.49%,-78.27%,5641
421,FJ,2021-02-25,2,4.26%,-80.32%,Fiji,49,8,2021,4,2,10.72%,-78.39%,5555
422,FJ,2021-02-26,2,20.00%,-78.74%,Fiji,54,8,2021,5,2,13.95%,-78.06%,5758
423,FJ,2021-02-27,2,30.43%,-76.74%,Fiji,60,8,2021,6,2,28.43%,-76.04%,6320
424,FJ,2021-02-28,2,24.00%,-76.34%,Fiji,62,8,2021,7,2,16.58%,-77.85%,5990
425,FJ,2021-03-01,2,48.00%,-72.28%,Fiji,74,9,2021,1,2,13.08%,-77.26%,6266
426,FJ,2021-03-02,2,70.59%,-68.01%,Fiji,87,9,2021,2,2,25.83%,-74.31%,7053
427,FJ,2021-03-03,2,95.92%,-65.71%,Fiji,96,9,2021,3,2,28.04%,-73.94%,7223
428,FJ,2021-03-04,2,120.41%,-62.24%,Fiji,108,9,2021,4,2,44.25%,-71.48%,8013
429,FJ,2021-03-05,2,109.26%,-60.35%,Fiji,113,9,2021,5,2,43.42%,-70.10%,8258
430,FJ,2021-03-06,2,98.33%,-58.10%,Fiji,119,9,2021,6,2,32.61%,-69.34%,8381
431,FJ,2021-03-07,2,103.23%,-54.68%,Fiji,126,9,2021,7,2,46.04%,-67.09%,8748
432,FJ,2021-03-08,2,70.27%,-54.68%,Fiji,126,10,2021,1,2,35.83%,-67.89%,8511
433,FJ,2021-03-09,2,36.78%,-56.09%,Fiji,119,10,2021,2,2,19.92%,-67.86%,8458
434,FJ,2021-03-10,2,17.71%,-57.68%,Fiji,113,10,2021,3,2,10.12%,-69.74%,7954
435,FJ,2021-03-11,2,-3.70%,-59.85%,Fiji,104,10,2021,4,2,-11.48%,-72.32%,7093
436,FJ,2021-03-12,2,-16.81%,-63.57%,Fiji,94,10,2021,5,2,-21.95%,-74.77%,6445
437,FJ,2021-03-13,2,-31.09%,-67.72%,Fiji,82,10,2021,6,2,-27.60%,-76.30%,6068
438,FJ,2021-03-14,2,-44.44%,-72.55%,Fiji,70,10,2021,7,2,-36.41%,-78.05%,5563
439,FJ,2021-03-15,2,-50.00%,-75.20%,Fiji,63,11,2021,1,2,-33.07%,-77.53%,5696
440,FJ,2021-03-16,2,-52.94%,-78.04%,Fiji,56,11,2021,2,2,-40.15%,-79.92%,5062
441,FJ,2021-03-17,2,-56.64%,-80.16%,Fiji,49,11,2021,3,2,-37.60%,-79.60%,4963
442,FJ,2021-03-18,2,-61.54%,-84.06%,Fiji,40,11,2021,4,2,-34.78%,-81.44%,4626
443,FJ,2021-03-19,2,-57.45%,-84.25%,Fiji,40,11,2021,5,2,-26.76%,-81.45%,4720
444,FJ,2021-03-20,2,-46.34%,-82.95%,Fiji,44,11,2021,6,2,-22.84%,-81.87%,4682
445,FJ,2021-03-21,2,-30.00%,-81.37%,Fiji,49,11,2021,7,2,-12.55%,-81.57%,4865
446,FJ,2021-03-22,2,-11.11%,-78.63%,Fiji,56,12,2021,1,2,-9.62%,-80.04%,5148
447,FJ,2021-03-23,2,19.64%,-74.13%,Fiji,67,12,2021,2,2,12.62%,-77.88%,5701
448,FJ,2021-03-24,2,59.18%,-70.23%,Fiji,78,12,2021,3,2,16.32%,-78.38%,5773
449,FJ,2021-03-25,2,132.50%,-64.09%,Fiji,93,12,2021,4,2,47.56%,-74.63%,6826
450,FJ,2021-03-26,2,157.50%,-57.96%,Fiji,103,12,2021,5,2,52.90%,-72.72%,7217
451,FJ,2021-03-27,2,136.36%,-56.12%,Fiji,104,12,2021,6,2,61.49%,-70.93%,7561
452,FJ,2021-03-28,2,114.29%,-53.33%,Fiji,105,12,2021,7,2,55.62%,-70.29%,7571
453,FJ,2021-03-29,2,83.93%,-51.64%,Fiji,103,13,2021,1,2,44.87%,-70.23%,7458
454,FJ,2021-03-30,2,56.72%,-49.28%,Fiji,105,13,2021,2,2,33.54%,-69.02%,7613
455,FJ,2021-03-31,2,38.46%,-45.45%,Fiji,108,13,2021,3,2,44.88%,-65.10%,8364
456,FJ,2021-04-01,2,11.83%,-46.67%,Fiji,104,13,2021,4,2,15.84%,-67.19%,7907
457,FJ,2021-04-02,2,-6.80%,-50.26%,Fiji,96,13,2021,5,2,6.35%,-67.71%,7675
458,FJ,2021-04-03,2,-13.46%,-51.87%,Fiji,90,13,2021,6,2,-5.95%,-70.00%,7111
459,FJ,2021-04-04,2,-20.95%,-55.61%,Fiji,83,13,2021,7,2,-8.63%,-71.59%,6918
460,FJ,2021-04-05,2,-28.16%,-60.64%,Fiji,74,14,2021,1,2,-17.10%,-75.07%,6183
461,FJ,2021-04-06,2,-38.10%,-64.86%,Fiji,65,14,2021,2,2,-26.88%,-78.24%,5567
462,FJ,2021-04-07,2,-50.00%,-71.43%,Fiji,54,14,2021,3,2,-42.77%,-81.49%,4787
463,FJ,2021-04-08,2,-51.92%,-74.09%,Fiji,50,14,2021,4,2,-37.74%,-81.18%,4923
464,FJ,2021-04-09,2,-44.79%,-73.10%,Fiji,53,14,2021,5,2,-32.40%,-80.40%,5188
465,FJ,2021-04-10,2,-40.00%,-73.13%,Fiji,54,14,2021,6,2,-27.49%,-81.13%,5156
466,FJ,2021-04-11,2,-31.33%,-69.52%,Fiji,57,14,2021,7,2,-23.88%,-78.63%,5266
467,FJ,2021-04-12,2,-27.03%,-71.43%,Fiji,54,15,2021,1,2,-12.81%,-79.22%,5391
468,FJ,2021-04-13,2,-20.00%,-70.62%,Fiji,52,15,2021,2,2,-9.22%,-79.42%,5054
469,FJ,2021-04-14,2,-1.85%,-69.54%,Fiji,53,15,2021,3,2,5.97%,-79.54%,5073
470,FJ,2021-04-15,2,2.00%,-67.92%,Fiji,51,15,2021,4,2,-3.80%,-80.29%,4736
471,FJ,2021-04-16,2,-5.66%,-67.32%,Fiji,50,15,2021,5,2,-4.82%,-79.95%,4938
472,FJ,2021-04-17,2,-11.11%,-67.35%,Fiji,48,15,2021,6,2,-6.36%,-80.02%,4828
473,FJ,2021-04-18,2,-22.81%,-72.67%,Fiji,44,15,2021,7,2,-9.13%,-82.25%,4785
474,FJ,2021-04-19,2,-20.37%,-73.78%,Fiji,43,16,2021,1,2,-13.02%,-82.21%,4689
475,FJ,2021-04-20,2,-21.15%,-77.09%,Fiji,41,16,2021,2,2,-11.18%,-83.79%,4489
476,FJ,2021-04-21,2,-30.19%,-79.67%,Fiji,37,16,2021,3,2,-15.49%,-84.75%,4287
477,FJ,2021-04-22,2,-31.37%,-81.77%,Fiji,35,16,2021,4,2,-10.07%,-85.30%,4259
478,FJ,2021-04-23,2,-44.00%,-86.21%,Fiji,28,16,2021,5,2,-35.46%,-89.10%,3187
479,FJ,2021-04-24,3,-43.75%,-87.38%,Fiji,27,16,2021,6,2,-35.13%,-89.38%,3132
480,FJ,2021-04-25,3,-47.73%,-89.55%,Fiji,23,16,2021,7,3,-43.22%,-90.80%,2717
481,FJ,2021-04-26,3,-46.51%,-89.78%,Fiji,23,17,2021,1,3,-42.91%,-90.97%,2677
482,FJ,2021-04-27,3,-34.15%,-87.95%,Fiji,27,17,2021,2,3,-27.76%,-89.06%,3243
483,FJ,2021-04-28,3,-21.62%,-87.11%,Fiji,29,17,2021,3,3,-22.42%,-88.66%,3326
484,FJ,2021-04-29,3,-14.29%,-86.90%,Fiji,30,17,2021,4,2,-22.09%,-88.55%,3318
485,FJ,2021-04-30,3,0.00%,-87.56%,Fiji,28,17,2021,5,2,1.51%,-88.46%,3235
486,FJ,2021-05-01,3,3.70%,-87.44%,Fiji,28,17,2021,6,2,9.96%,-87.52%,3444
