,WB_ADM0_NA,date,incomeG,SPC,UN_m49,Region,OBJECTID,FID_100,Shape_Area,lendingC,WB_ADM0_CO,ISO_A2,ISO3,Shape_Leng,pct
566,Marshall Islands,2017-12-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9999429086157243
567,Federated States of Micronesia,2017-12-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.9472298054038919
568,Nauru,2017-12-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
569,Palau,2017-12-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,0.9993245300659173
570,Papua New Guinea,2017-12-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.8826582729843689
571,Samoa,2017-12-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
572,Solomon Islands,2017-12-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9996903974923005
573,Tonga,2017-12-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
574,Tuvalu,2017-12-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
575,Vanuatu,2017-12-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9989789314656183
576,Fiji,2018-01-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.995799359828657
577,Kiribati,2018-01-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
578,Marshall Islands,2018-01-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,1.0
579,Federated States of Micronesia,2018-01-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.9783995986746932
580,Nauru,2018-01-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
581,Palau,2018-01-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,1.0
582,Papua New Guinea,2018-01-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.6965540343629391
583,Samoa,2018-01-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,0.9985142881227344
584,Solomon Islands,2018-01-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.987453082185252
585,Tonga,2018-01-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
586,Tuvalu,2018-01-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
587,Vanuatu,2018-01-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9996380896392066
588,Fiji,2018-02-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9964530702777474
589,Kiribati,2018-02-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,0.9990507836247556
590,Marshall Islands,2018-02-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,1.0
591,Federated States of Micronesia,2018-02-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,1.0
592,Nauru,2018-02-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
593,Palau,2018-02-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,1.0
594,Papua New Guinea,2018-02-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.8905197456991689
595,Samoa,2018-02-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
596,Solomon Islands,2018-02-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9957486240506044
597,Tonga,2018-02-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
598,Tuvalu,2018-02-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,0.9112776999752862
599,Vanuatu,2018-02-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,1.0
600,Fiji,2018-03-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9964073452096849
601,Kiribati,2018-03-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
602,Marshall Islands,2018-03-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.8755344387916925
603,Federated States of Micronesia,2018-03-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,1.0
604,Nauru,2018-03-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,0.0
605,Palau,2018-03-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,1.0
606,Papua New Guinea,2018-03-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.7098516084431076
607,Samoa,2018-03-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
608,Solomon Islands,2018-03-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.788453005323533
609,Tonga,2018-03-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
610,Tuvalu,2018-03-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
611,Vanuatu,2018-03-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9975265229856137
612,Fiji,2018-04-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9979754550689273
613,Kiribati,2018-04-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
614,Marshall Islands,2018-04-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9999809695385747
615,Federated States of Micronesia,2018-04-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.913121529236082
616,Nauru,2018-04-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
617,Palau,2018-04-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,1.0
618,Papua New Guinea,2018-04-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9440732400997995
619,Samoa,2018-04-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,0.9999993414397705
620,Solomon Islands,2018-04-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.996265099774393
621,Tonga,2018-04-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,0.99977215701391
622,Tuvalu,2018-04-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
623,Vanuatu,2018-04-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9999607872776706
624,Fiji,2018-05-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9956223727201696
625,Kiribati,2018-05-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
626,Marshall Islands,2018-05-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9913030791286584
627,Federated States of Micronesia,2018-05-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,1.0
628,Nauru,2018-05-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
629,Palau,2018-05-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,1.0
630,Papua New Guinea,2018-05-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9884807322134251
631,Samoa,2018-05-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
632,Solomon Islands,2018-05-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9998693822318473
633,Tonga,2018-05-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
634,Tuvalu,2018-05-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
635,Vanuatu,2018-05-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9999411809165059
636,Fiji,2018-06-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9954708733865221
637,Kiribati,2018-06-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
638,Marshall Islands,2018-06-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9999936565128582
639,Federated States of Micronesia,2018-06-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.9956746698399366
640,Nauru,2018-06-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
641,Palau,2018-06-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,0.9958485403416376
642,Papua New Guinea,2018-06-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.999244335383395
643,Samoa,2018-06-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
644,Solomon Islands,2018-06-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.999966183538106
645,Tonga,2018-06-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
646,Tuvalu,2018-06-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
647,Vanuatu,2018-06-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9999411809165059
648,Fiji,2018-07-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9970762973481295
649,Kiribati,2018-07-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,0.9999890264002863
650,Marshall Islands,2018-07-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9941195874195962
651,Federated States of Micronesia,2018-07-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.9206026296140744
652,Nauru,2018-07-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
653,Palau,2018-07-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,0.15435452950838668
654,Papua New Guinea,2018-07-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9380405026788875
655,Samoa,2018-07-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
656,Solomon Islands,2018-07-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9745869625683429
657,Tonga,2018-07-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
658,Tuvalu,2018-07-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
659,Vanuatu,2018-07-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,1.0
660,Fiji,2018-08-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9943474742226841
661,Kiribati,2018-08-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
662,Marshall Islands,2018-08-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9987186155973663
663,Federated States of Micronesia,2018-08-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.9794933268001306
664,Nauru,2018-08-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
665,Palau,2018-08-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,1.0
666,Papua New Guinea,2018-08-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.966586498882341
667,Samoa,2018-08-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
668,Solomon Islands,2018-08-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9992380517918649
669,Tonga,2018-08-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
670,Tuvalu,2018-08-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
671,Vanuatu,2018-08-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9999019681941764
672,Fiji,2018-09-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9988821061955275
673,Kiribati,2018-09-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
674,Marshall Islands,2018-09-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9955595590007739
675,Federated States of Micronesia,2018-09-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.99900835316627
676,Nauru,2018-09-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
677,Palau,2018-09-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,1.0
678,Papua New Guinea,2018-09-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.868912178280134
679,Samoa,2018-09-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
680,Solomon Islands,2018-09-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9988019743694121
681,Tonga,2018-09-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
682,Tuvalu,2018-09-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
683,Vanuatu,2018-09-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9997269718098201
684,Fiji,2018-10-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9970157383951103
685,Kiribati,2018-10-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
686,Marshall Islands,2018-10-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,1.0
687,Federated States of Micronesia,2018-10-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,1.0
688,Nauru,2018-10-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
689,Palau,2018-10-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,1.0
690,Papua New Guinea,2018-10-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9955378970200414
691,Samoa,2018-10-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
692,Solomon Islands,2018-10-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.99949928732817
693,Tonga,2018-10-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
694,Tuvalu,2018-10-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
695,Vanuatu,2018-10-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9989749333056946
696,Fiji,2018-11-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9948724204332843
697,Kiribati,2018-11-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,1.0000000000000002
698,Marshall Islands,2018-11-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,1.0
699,Federated States of Micronesia,2018-11-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,1.0
700,Nauru,2018-11-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
701,Palau,2018-11-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,1.0
702,Papua New Guinea,2018-11-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.8732187424721024
703,Samoa,2018-11-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
704,Solomon Islands,2018-11-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9803438783884582
705,Tonga,2018-11-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
706,Tuvalu,2018-11-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,0.9990526402504325
707,Vanuatu,2018-11-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9994357981246014
708,Fiji,2018-12-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9936474779744845
709,Kiribati,2018-12-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,0.9791095582248228
710,Marshall Islands,2018-12-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9937136042425241
711,Federated States of Micronesia,2018-12-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,1.0
712,Nauru,2018-12-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
713,Palau,2018-12-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,1.0
714,Papua New Guinea,2018-12-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.9833634311432079
715,Samoa,2018-12-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,0.9983312083789935
716,Solomon Islands,2018-12-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9986632729848706
717,Tonga,2018-12-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,0.9998423727769189
718,Tuvalu,2018-12-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,0.9789521377378697
719,Vanuatu,2018-12-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.998530061126483
720,Fiji,2019-01-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9827012433140471
721,Kiribati,2019-01-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,0.9479291719980071
722,Marshall Islands,2019-01-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9901739384174267
723,Federated States of Micronesia,2019-01-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.9978840006533203
724,Nauru,2019-01-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
725,Palau,2019-01-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,0.9988699280785347
726,Papua New Guinea,2019-01-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.8026789545477258
727,Samoa,2019-01-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,0.9996575486807722
728,Solomon Islands,2019-01-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9935481289425732
729,Tonga,2019-01-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,0.9961338341102447
730,Tuvalu,2019-01-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,0.7939698492462314
731,Vanuatu,2019-01-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,1.0
732,Fiji,2019-02-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9662259966331669
733,Kiribati,2019-02-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,0.7320137213890822
734,Marshall Islands,2019-02-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9538574745308992
735,Federated States of Micronesia,2019-02-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.8951245975080498
736,Nauru,2019-02-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,0.0
737,Palau,2019-02-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,1.0
738,Papua New Guinea,2019-02-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.7668736755950081
739,Samoa,2019-02-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,0.9841425282390626
740,Solomon Islands,2019-02-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.5426371356890921
741,Tonga,2019-02-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,0.9681077138464053
742,Tuvalu,2019-02-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,0.13930307274075296
743,Vanuatu,2019-02-01,Lower middle income,1,548,East Asia & Pacific,235,23400,12231.7137936,IDA,262,VU,VUT,2958412.81503,0.9995732733158271
744,Fiji,2019-03-01,Upper middle income,1,242,East Asia & Pacific,74,7300,18293.0582906,IBRD,83,FJ,FJI,4054841.22828,0.9964550073486353
745,Kiribati,2019-03-01,Lower middle income,1,296,East Asia & Pacific,121,12000,933.342117578,IDA,135,KI,KIR,1581956.50079,0.957344520552455
746,Marshall Islands,2019-03-01,Upper middle income,1,584,East Asia & Pacific,141,14000,199.248720383,IDA,157,MH,MHL,1052014.32989,0.9353281485898428
747,Federated States of Micronesia,2019-03-01,Lower middle income,1,583,East Asia & Pacific,145,14400,692.446510142,IDA,163,FM,FSM,701927.033181,0.8804978067105325
748,Nauru,2019-03-01,,1,520,,155,15400,18.2613307643,,173,NR,NRU,16107.7299471,1.0
749,Palau,2019-03-01,Upper middle income,1,585,East Asia & Pacific,170,16900,459.784027327,IBRD,189,PW,PLW,334487.735185,1.0
750,Papua New Guinea,2019-03-01,Lower middle income,1,598,East Asia & Pacific,173,17200,462229.644778,Blend,192,PG,PNG,18169052.305,0.6324765797393572
751,Samoa,2019-03-01,Lower middle income,1,882,East Asia & Pacific,191,19000,2877.21146464,IDA,212,WS,WSM,426923.865253,1.0
752,Solomon Islands,2019-03-01,Lower middle income,1,90,East Asia & Pacific,201,20000,28721.9231407,IDA,225,SB,SLB,7464890.15997,0.9999828223151733
753,Tonga,2019-03-01,Upper middle income,1,776,East Asia & Pacific,219,21800,672.163551358,IDA,245,TO,TON,714461.2022,1.0
754,Tuvalu,2019-03-01,Upper middle income,1,798,East Asia & Pacific,225,22400,29.9934745917,IDA,252,TV,TUV,119900.040632,1.0
