ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,DATES,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_submodels,spatially_interpolated,aibika,amaranthus_aupa,banana_cooking,banana_ripe,cabbage_english,capsicum,carrot,cassava,choko_tips,cucumber,fern,ginger,lemon,onion_bulb,orange,pakchoi,pawpaw,peanut,pineapple,potato,pumpkin_tips,taro_true,tomato,watermelons,o_imp_aibika,h_imp_aibika,l_imp_aibika,c_imp_aibika,o_imp_amaranthus_aupa,h_imp_amaranthus_aupa,l_imp_amaranthus_aupa,c_imp_amaranthus_aupa,o_imp_banana_cooking,h_imp_banana_cooking,l_imp_banana_cooking,c_imp_banana_cooking,o_imp_banana_ripe,h_imp_banana_ripe,l_imp_banana_ripe,c_imp_banana_ripe,o_imp_cabbage_english,h_imp_cabbage_english,l_imp_cabbage_english,c_imp_cabbage_english,o_imp_capsicum,h_imp_capsicum,l_imp_capsicum,c_imp_capsicum,o_imp_carrot,h_imp_carrot,l_imp_carrot,c_imp_carrot,o_imp_cassava,h_imp_cassava,l_imp_cassava,c_imp_cassava,o_imp_choko_tips,h_imp_choko_tips,l_imp_choko_tips,c_imp_choko_tips,o_imp_cucumber,h_imp_cucumber,l_imp_cucumber,c_imp_cucumber,o_imp_fern,h_imp_fern,l_imp_fern,c_imp_fern,o_imp_ginger,h_imp_ginger,l_imp_ginger,c_imp_ginger,o_imp_lemon,h_imp_lemon,l_imp_lemon,c_imp_lemon,o_imp_onion_bulb,h_imp_onion_bulb,l_imp_onion_bulb,c_imp_onion_bulb,o_imp_orange,h_imp_orange,l_imp_orange,c_imp_orange,o_imp_pakchoi,h_imp_pakchoi,l_imp_pakchoi,c_imp_pakchoi,o_imp_pawpaw,h_imp_pawpaw,l_imp_pawpaw,c_imp_pawpaw,o_imp_peanut,h_imp_peanut,l_imp_peanut,c_imp_peanut,o_imp_pineapple,h_imp_pineapple,l_imp_pineapple,c_imp_pineapple,o_imp_potato,h_imp_potato,l_imp_potato,c_imp_potato,o_imp_pumpkin_tips,h_imp_pumpkin_tips,l_imp_pumpkin_tips,c_imp_pumpkin_tips,o_imp_taro_true,h_imp_taro_true,l_imp_taro_true,c_imp_taro_true,o_imp_tomato,h_imp_tomato,l_imp_tomato,c_imp_tomato,o_imp_watermelons,h_imp_watermelons,l_imp_watermelons,c_imp_watermelons,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index
PNG,Papua New Guinea,Kundiawa,Kundiawa,Kundiawa,-6.0215373,144.9641275,gid_-602151449641,01/07/2021,2021,7,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,3.97,,4.75,1.62,2.38,3.99,4.87,0.58,3.18,,,,3.46,4.24,3.63,2.71,3.16,10.24,2.77,1.11,,2.68,4.76,4.43,2.76,2.94,2.57,2.78,2.72,3.1,2.34,2.96,2.07,2.16,1.97,1.97,1.35,1.42,1.23,1.23,1.74,1.88,1.52,1.52,6.36,7.28,5.43,6.62,2.76,3.16,2.37,3.07,0.58,0.62,0.54,0.62,1.46,1.56,1.36,1.46,2.39,2.47,2.3,2.3,1.77,2.44,1.71,2.44,4.43,5.23,4.01,5.23,4.41,4.9,2.72,2.72,6.39,6.68,5.92,5.92,2.48,3.51,2.11,3.51,2.57,3.28,2.32,3.28,2.25,3.03,2.09,3.03,6.52,7.91,5.75,7.91,2.52,2.98,2.06,2.35,0.98,1.19,0.92,1.19,2.25,2.45,2.08,2.45,2.75,3.12,2.42,3.12,4.62,5.74,3.82,5.74,4.29,4.64,3.93,4.15,0.91,1.01,0.86,1.01
PNG,Papua New Guinea,Kundiawa,Kundiawa,Kundiawa,-6.0215373,144.9641275,gid_-602151449641,01/08/2021,2021,8,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,,,,,,,,,,,,,,,,,,,,,,,,,2.77,3.17,2.49,3.17,2.82,3.27,2.37,2.67,1.98,2.2,1.87,2.2,1.29,1.57,1.26,1.57,1.52,1.58,1.47,1.48,6.33,7.53,5.13,6.92,3,3.46,2.55,2.77,0.6,0.63,0.58,0.62,1.4,1.47,1.3,1.3,2.35,2.47,2.23,2.27,2.15,2.52,1.79,2.01,4.72,5.48,4.17,5.48,3.03,4.03,2.69,4.03,5.85,6.46,5.23,6.38,3.08,3.96,2.19,3.85,2.94,3.45,2.42,2.67,2.53,3.07,1.99,2.47,7.36,8.39,6.33,7.68,2.35,2.78,1.91,2.68,1.12,1.37,1.01,1.37,2.48,2.7,2.26,2.27,3.61,3.93,3.3,3.39,5.09,5.75,3.78,3.78,4.21,4.57,3.85,4.42,0.96,1.01,0.92,1.01
PNG,Papua New Guinea,Kundiawa,Kundiawa,Kundiawa,-6.0215373,144.9641275,gid_-602151449641,01/09/2021,2021,9,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,,,,,,,,,,,,,,,,,,,,,,,,,2.98,3.25,2.7,3.21,2.69,3.12,2.25,2.25,2.19,2.33,2.1,2.33,1.45,1.7,1.28,1.7,1.48,1.63,1.32,1.32,7,8.3,5.69,5.97,2.73,3.17,2.3,3.15,0.62,0.66,0.6,0.66,1.43,1.77,1.32,1.77,2.32,2.49,2.15,2.31,2.2,2.43,1.97,2.36,5.38,5.9,4.94,5.9,3.93,5.85,3.42,5.85,6.45,7.24,5.65,6.99,3.58,5.25,2.84,5.25,2.74,3.02,2.22,2.22,2.53,2.85,1.79,1.79,7.42,9.88,6.72,9.88,2.69,3.16,2.22,3.05,1.53,1.87,1.42,1.87,2.37,2.59,2.15,2.3,3.18,3.29,3.09,3.29,3.98,5.11,3.58,5.11,4.36,4.74,3.98,4.71,0.99,1.11,0.94,1.11
PNG,Papua New Guinea,Kundiawa,Kundiawa,Kundiawa,-6.0215373,144.9641275,gid_-602151449641,01/10/2021,2021,10,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.42,2.79,3.28,2.4,2.73,2.07,2.12,2.31,2.43,2.19,2.27,1.58,1.76,1.41,1.5,1.33,1.64,1.17,1.64,6.35,7.44,5.25,6.3,3.17,3.64,2.7,2.96,0.65,0.68,0.62,0.68,1.53,1.7,1.31,1.31,2.33,2.54,2.13,2.35,2.16,2.38,1.95,2.03,5.73,5.84,5.44,5.44,6.57,7.3,4.25,4.25,7.04,8,6.07,6.52,4.46,5.73,3.19,4.09,2.47,2.69,2.25,2.66,2.11,2.63,1.79,2.63,9.04,10.76,7.33,7.86,3.06,3.58,2.53,2.67,1.87,2.05,1.68,1.72,2.35,2.61,2.09,2.27,3.67,3.94,3.4,3.55,4.89,5.62,3.62,3.62,4.56,4.93,4.18,4.24,1.04,1.06,1.01,1.01
PNG,Papua New Guinea,Kundiawa,Kundiawa,Kundiawa,-6.0215373,144.9641275,gid_-602151449641,01/11/2021,2021,11,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.86,2.84,3.86,2.25,2.56,1.94,2.42,2.26,2.54,2.11,2.54,1.51,1.68,1.41,1.68,1.64,1.83,1.54,1.83,6.8,8.04,4.22,4.22,2.89,3.36,2.34,2.34,0.67,0.83,0.64,0.83,1.36,1.44,0.85,0.85,2.35,2.58,2.12,2.45,2.18,2.31,2.05,2.31,5.6,6.86,5.19,6.86,4.97,5.92,4.44,5.92,6.47,7.44,5.5,6.78,4.25,5.3,3.65,5.3,2.66,3.24,2.61,3.24,2.33,2.99,1.85,2.99,7.74,8.86,6.62,8.6,2.67,3.12,2.21,2.39,1.92,2.28,1.82,2.28,2.34,2.61,2.06,2.45,3.43,4.52,3.04,4.52,3.65,4.15,3.15,3.84,4.3,5.12,3.98,5.12,1.03,1.11,0.99,1.11
PNG,Papua New Guinea,Kundiawa,Kundiawa,Kundiawa,-6.0215373,144.9641275,gid_-602151449641,01/12/2021,2021,12,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,4,,4.69,1.53,2.93,7.05,5.11,0.8,3.3,,,,3.19,4.03,4.19,3.07,2.7,8.98,2.5,1.11,,2.53,4.82,4,3.51,3.72,3.09,3.09,2.39,2.77,2.01,2.14,2.5,2.61,2.4,2.51,1.62,2.1,1.52,2.1,1.83,2.01,1.66,1.72,5.01,5.44,4.74,5.44,2.39,2.72,2.06,2.26,0.77,0.86,0.68,0.71,1.09,1.25,0.92,1.21,2.42,2.67,2.17,2.53,2.15,2.22,1.96,1.96,6.2,6.62,5.78,6.59,5.62,6.36,3.9,3.9,6.82,7.89,5.59,5.59,4.97,5.57,3.83,3.83,2.97,3.19,2.68,2.68,2.63,3.19,2.07,3.05,8.92,9.91,7.93,8.02,2.39,2.8,1.97,2.36,2.15,2.23,1.66,1.66,2.46,2.77,2.16,2.75,4.38,4.83,3.91,3.91,4.02,4.2,2.86,2.86,4.86,6.02,4.57,6.02,1.06,1.1,1.02,1.02
PNG,Papua New Guinea,Kundiawa,Kundiawa,Kundiawa,-6.0215373,144.9641275,gid_-602151449641,01/01/2022,2022,1,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,3.58,,4.39,1.88,2.17,5.06,4.77,1.1,2.45,,,,3.52,3.77,3.47,2.95,2.62,9.44,3.14,1.79,,1.91,4.16,4.24,3.23,3.44,3.02,3.06,2.17,2.51,1.83,2.43,2.49,2.64,2.33,2.49,1.88,2.19,1.58,1.64,1.72,1.93,1.36,1.36,5.83,8.09,5.29,8.09,2.34,3.09,1.99,3.09,0.7,0.76,0.64,0.69,1.19,1.38,1,1.22,2.47,2.73,2.21,2.32,2.11,2.16,2.1,2.16,6.7,7.11,6.04,6.04,4.68,5.98,4.19,5.98,5.48,7.01,4.72,7.01,4.25,6.2,4.13,6.2,2.78,2.94,2.61,2.79,2.86,3.33,2.27,2.27,8.03,9.02,7.32,9.02,2.36,2.84,1.93,2.84,1.85,1.87,1.59,1.59,2.74,3.06,2.43,2.59,3.57,3.7,3.44,3.57,3,3.35,2.65,3.27,5.4,6.1,3.87,3.87,1.05,1.11,1,1.11
PNG,Papua New Guinea,Kundiawa,Kundiawa,Kundiawa,-6.0215373,144.9641275,gid_-602151449641,01/02/2022,2022,2,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,3.25,,4.91,1.42,2.82,8.11,7.67,1.11,3.56,,,,2.28,4,3.88,3.22,3.22,9.44,3.62,1.08,,2.68,3.72,4,3.13,3.41,2.85,3.41,2.4,2.77,2.02,2.43,2.47,2.83,2.29,2.83,1.68,1.88,1.48,1.74,1.36,1.71,1.24,1.71,6.01,7.3,4.71,5.04,3.07,3.54,2.96,3.54,0.73,0.77,0.67,0.67,1.16,1.56,1.02,1.56,2.35,2.59,2.11,2.55,2.05,2.17,1.94,2.06,6.24,6.75,5.72,6.68,5.55,6.31,3.97,3.97,7.22,7.61,5.09,5.09,5.26,6.64,3.2,3.2,2.86,3.16,2.55,2.65,2.54,3.1,2.2,3.1,9.19,9.84,8.42,8.42,2.85,3.28,2.41,2.87,1.43,1.54,1.16,1.16,2.69,3.01,2.27,2.27,3.95,4.5,3.64,4.5,3.38,3.46,3.29,3.29,4.04,4.51,3.57,4.2,1.07,1.13,1.01,1.02
PNG,Papua New Guinea,Kundiawa,Kundiawa,Kundiawa,-6.0215373,144.9641275,gid_-602151449641,01/03/2022,2022,3,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,,,,,,,,,,,,,,,,,,,,,,,,,3.27,3.6,2.95,3.29,2.35,2.75,1.94,2.56,2.78,2.86,2.7,2.83,1.73,1.88,1.59,1.74,1.7,1.77,1.64,1.68,5.42,6.2,5.02,6.2,3.31,3.54,2.74,2.74,0.67,0.71,0.64,0.71,1.39,1.67,1.11,1.28,2.48,2.73,2.23,2.51,2.11,2.26,1.97,2.18,6.42,7.12,5.02,5.02,4.83,5.33,3.94,3.94,4.91,5.5,4.34,5.5,3.66,4.32,3.01,3.6,2.79,3.12,2.45,2.59,2.76,3.25,2.26,2.84,8.4,8.65,7.85,7.85,2.87,3.36,2.38,2.99,1.19,1.29,1.09,1.23,2.39,2.6,2.17,2.55,4.1,4.47,3.74,3.8,3.19,3.86,2.84,3.86,4.26,4.64,3.89,4.43,1.06,1.12,1,1.01
PNG,Papua New Guinea,Kundiawa,Kundiawa,Kundiawa,-6.0215373,144.9641275,gid_-602151449641,01/04/2022,2022,4,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,4,,5,1.97,3.24,7.45,7.72,0.84,3.15,,,,3.29,3.77,4.13,3.7,1.77,8.98,1.59,1.35,,2.68,5.01,4.08,3.28,3.64,2.92,3.59,2.51,2.94,2.09,2.56,2.8,3.27,2.64,3.27,1.73,1.8,1.66,1.77,1.68,1.84,1.52,1.75,6.07,6.4,5.7,5.7,2.71,2.94,2.48,2.56,0.73,0.82,0.71,0.82,1.22,1.39,1.06,1.17,2.47,2.74,2.21,2.46,2.12,2.29,1.94,2.14,5.49,5.8,5.21,5.8,3.73,4.22,3.23,3.74,5.59,5.83,5.35,5.81,3.83,4.11,3.54,3.75,2.74,3.1,2.39,2.66,2.84,3.14,2.53,3.13,8.46,8.91,8.02,8.03,2.99,3.53,2.46,3.3,1.13,1.29,0.97,1.09,2.53,2.8,2.26,2.49,3.97,4.38,3.5,3.5,3.72,4.26,3.35,4.26,4.28,4.68,4.02,4.68,1.02,1.08,0.95,1.04
PNG,Papua New Guinea,Kundiawa,Kundiawa,Kundiawa,-6.0215373,144.9641275,gid_-602151449641,01/05/2022,2022,5,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,,,,,,,,,,,,,,,,,,,,,,,,,3.44,3.83,2.85,2.85,2.5,2.94,2.06,2.17,3.19,3.36,3.03,3.04,1.76,2.19,1.68,2.19,1.75,1.97,1.53,1.84,5.76,6.46,5.06,5.75,2.64,2.95,2.33,2.41,0.76,0.81,0.65,0.65,1.32,1.41,1.23,1.23,2.45,3,2.18,3,2.16,2.35,1.94,1.94,5.46,6.01,4.92,5.6,3.97,4.44,2.75,2.75,5.82,6.34,5.07,5.07,3.95,4.45,3.42,3.42,2.77,3.17,2.2,2.2,3.01,3.56,2.8,3.56,8.27,8.93,6.07,6.07,3.3,3.88,2.72,3.36,1.13,1.3,0.97,1.22,2.57,2.87,2.28,2.3,3.72,4.1,3.33,3.74,3.94,4.68,3.44,4.68,4.57,4.78,4.35,4.67,1.04,1.11,0.97,0.98
PNG,Papua New Guinea,Kundiawa,Kundiawa,Kundiawa,-6.0215373,144.9641275,gid_-602151449641,01/06/2022,2022,6,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,,,,,,,,,,,,,,5.79,,,,,,,,,,,3.05,3.39,2.82,3.39,2.27,2.73,1.91,2.73,3.01,3.06,2.95,2.95,2.01,2.24,1.56,1.56,1.84,2.1,1.58,1.65,6.15,7.04,5.25,6.55,2.44,2.85,2.11,2.85,0.69,0.73,0.64,0.71,1.23,1.38,1.2,1.38,2.76,2.82,2.67,2.67,2.03,2.18,1.88,2.05,5.67,6.33,5.02,5.29,2.89,4.17,2.54,4.17,5,5.64,4.48,5.64,3.76,4.35,3.17,3.84,2.46,2.76,2.21,2.76,3.28,3.54,3.03,3.24,6.82,8.01,6.19,8.01,3.36,3.98,2.75,3.31,1.16,1.36,0.96,1.14,2.39,2.65,2.14,2.46,4.11,4.59,3.62,4.2,4.43,4.99,3.87,3.91,4.57,4.72,4.42,4.48,1,1.06,0.93,1.05
