ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,DATES,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_submodels,spatially_interpolated,aibika,amaranthus_aupa,banana_cooking,banana_ripe,cabbage_english,capsicum,carrot,cassava,choko_tips,cucumber,fern,ginger,lemon,onion_bulb,orange,pakchoi,pawpaw,peanut,pineapple,potato,pumpkin_tips,taro_true,tomato,watermelons,o_imp_aibika,h_imp_aibika,l_imp_aibika,c_imp_aibika,o_imp_amaranthus_aupa,h_imp_amaranthus_aupa,l_imp_amaranthus_aupa,c_imp_amaranthus_aupa,o_imp_banana_cooking,h_imp_banana_cooking,l_imp_banana_cooking,c_imp_banana_cooking,o_imp_banana_ripe,h_imp_banana_ripe,l_imp_banana_ripe,c_imp_banana_ripe,o_imp_cabbage_english,h_imp_cabbage_english,l_imp_cabbage_english,c_imp_cabbage_english,o_imp_capsicum,h_imp_capsicum,l_imp_capsicum,c_imp_capsicum,o_imp_carrot,h_imp_carrot,l_imp_carrot,c_imp_carrot,o_imp_cassava,h_imp_cassava,l_imp_cassava,c_imp_cassava,o_imp_choko_tips,h_imp_choko_tips,l_imp_choko_tips,c_imp_choko_tips,o_imp_cucumber,h_imp_cucumber,l_imp_cucumber,c_imp_cucumber,o_imp_fern,h_imp_fern,l_imp_fern,c_imp_fern,o_imp_ginger,h_imp_ginger,l_imp_ginger,c_imp_ginger,o_imp_lemon,h_imp_lemon,l_imp_lemon,c_imp_lemon,o_imp_onion_bulb,h_imp_onion_bulb,l_imp_onion_bulb,c_imp_onion_bulb,o_imp_orange,h_imp_orange,l_imp_orange,c_imp_orange,o_imp_pakchoi,h_imp_pakchoi,l_imp_pakchoi,c_imp_pakchoi,o_imp_pawpaw,h_imp_pawpaw,l_imp_pawpaw,c_imp_pawpaw,o_imp_peanut,h_imp_peanut,l_imp_peanut,c_imp_peanut,o_imp_pineapple,h_imp_pineapple,l_imp_pineapple,c_imp_pineapple,o_imp_potato,h_imp_potato,l_imp_potato,c_imp_potato,o_imp_pumpkin_tips,h_imp_pumpkin_tips,l_imp_pumpkin_tips,c_imp_pumpkin_tips,o_imp_taro_true,h_imp_taro_true,l_imp_taro_true,c_imp_taro_true,o_imp_tomato,h_imp_tomato,l_imp_tomato,c_imp_tomato,o_imp_watermelons,h_imp_watermelons,l_imp_watermelons,c_imp_watermelons,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index
PNG,Papua New Guinea,Goroka,Goroka,Goroka,-6.085636,145.38208,gid_-608561453821,01/03/2022,2022,3,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,3.73,4.02,3.43,3.58,2.44,2.92,1.96,2.62,2.14,2.44,1.96,2.44,1.48,1.62,1.35,1.62,1.93,2.18,1.68,1.88,6.07,7.1,5.09,7.1,2.74,3.08,2.39,2.58,0.69,0.74,0.65,0.74,1.53,1.87,1.19,1.36,2.67,2.9,2.45,2.79,2.18,2.33,2.03,2.24,6.65,7.68,5.14,5.14,5.38,6.13,4.15,4.15,5.03,5.6,4.56,5.6,3.9,4.65,3.14,3.8,3.31,3.77,2.86,2.99,3.23,3.82,2.64,2.89,9.7,10.47,8.5,8.5,3.05,3.4,2.7,3.25,1.22,1.34,1.11,1.32,1.84,2.12,1.57,1.9,4.55,5.31,3.79,4.05,3.05,3.99,2.66,3.99,4.24,4.7,3.78,4.56,1.11,1.17,1.04,1.05
PNG,Papua New Guinea,Goroka,Goroka,Goroka,-6.085636,145.38208,gid_-608561453821,01/04/2022,2022,4,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,3.96,,2.93,1.5,1.92,6.45,2.43,0.89,1.13,,,,3.91,5.99,3.95,4.25,4.69,8.96,3.62,1.17,,3.87,4.5,4.77,3.69,4.06,3.31,3.96,2.64,3.16,2.12,2.68,2.36,2.93,2.18,2.93,1.61,1.69,1.53,1.69,1.9,2.22,1.59,1.92,7.02,7.75,6.29,6.45,2.61,2.8,2.42,2.43,0.79,0.89,0.76,0.89,1.3,1.49,1.11,1.13,2.85,3.11,2.6,2.73,2.19,2.4,1.98,2.26,5.4,6.04,4.8,6.04,3.95,4.7,3.2,3.91,5.57,6.39,4.75,5.99,4.13,4.25,3.95,3.95,3.23,3.7,2.76,3.06,2.93,3.3,2.56,3.22,9.11,9.87,8.35,8.96,3.19,3.62,2.78,3.62,1.2,1.4,1.01,1.17,1.94,2.24,1.64,2.02,4.18,4.92,3.44,3.87,4,4.5,3.57,4.5,4.33,4.77,3.94,4.77,1.05,1.12,0.98,1.09
PNG,Papua New Guinea,Goroka,Goroka,Goroka,-6.085636,145.38208,gid_-608561453821,01/05/2022,2022,5,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,3.02,,2.74,2.54,1.91,6.42,2,0.67,1.27,,,,2.5,4.92,3.36,2.53,3.94,5.67,3.69,1.32,,3.91,4.92,4.94,3.93,4.38,3.02,3.02,2.65,3.2,2.1,2.13,2.76,2.98,2.54,2.74,1.67,2.27,1.6,2.27,1.91,2.27,1.55,1.91,6.79,7.46,6.12,6.42,2.47,2.79,2,2,0.8,0.85,0.67,0.67,1.34,1.45,1.24,1.27,2.88,3.33,2.61,3.33,2.27,2.51,1.84,1.84,5.84,6.62,5.07,5.9,4.25,4.95,2.5,2.5,5.93,6.99,4.87,4.92,4.24,4.97,3.36,3.36,3.24,3.76,2.53,2.53,3.38,3.94,3.16,3.94,9.29,10.34,5.67,5.67,3.46,3.89,3.03,3.69,1.24,1.45,1.03,1.32,2.05,2.37,1.58,1.58,4.23,5.01,3.46,3.91,4.09,4.92,3.7,4.92,4.59,4.94,4.26,4.94,1.1,1.18,1,1
PNG,Papua New Guinea,Goroka,Goroka,Goroka,-6.085636,145.38208,gid_-608561453821,01/06/2022,2022,6,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.69,3.15,3.69,2.36,2.77,1.97,2.77,2.66,2.78,2.53,2.61,1.99,2.37,1.57,1.57,1.91,2.29,1.53,1.76,6.78,7.82,5.74,7.19,2.08,2.62,1.82,2.62,0.71,0.76,0.67,0.75,1.28,1.48,1.23,1.48,3.01,3.2,2.81,2.93,1.94,2.05,1.83,2.05,5.89,6.77,5.02,5.5,2.68,4.04,2.23,4.04,4.94,5.82,4.07,5.68,3.8,4.51,3.09,3.72,2.88,3.22,2.53,3.2,3.5,3.68,3.33,3.35,6.75,8.25,5.82,8.25,3.54,4.02,3.05,3.48,1.26,1.52,1.01,1.2,1.65,1.86,1.48,1.86,4.3,5.13,3.48,4.2,4.77,5.41,4.03,4.03,4.74,4.94,4.54,4.66,1.02,1.09,0.95,1.07
PNG,Papua New Guinea,Goroka,Goroka,Goroka,-6.085636,145.38208,gid_-608561453821,01/07/2022,2022,7,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,3.36,,2.49,2.27,1.6,6.86,3.45,0.76,2.01,,,,4.42,6.36,3.05,4.27,3.55,9.1,4.98,1.1,,4.95,3.69,3.18,3.61,3.86,3.36,3.36,2.65,3.11,2.18,2.65,2.57,2.79,2.35,2.49,1.77,2.27,1.53,2.27,1.77,2.12,1.41,1.6,7.35,8.74,5.96,6.86,2.63,3.45,2.42,3.45,0.77,0.8,0.74,0.76,1.47,2.01,1.38,2.01,2.89,3.13,2.65,2.68,1.94,2.3,1.76,2.3,5.6,6.85,4.73,6.85,3.79,4.51,3.06,4.42,5.64,6.69,4.6,6.36,4.01,4.98,3.05,3.05,3.14,4.27,2.66,4.27,3.58,3.89,3.27,3.55,7.62,9.1,6.32,9.1,3.43,4.98,2.94,4.98,1.25,1.5,1,1.1,1.9,2.1,1.7,1.94,4.53,5.46,3.6,4.95,3.97,4.63,3.32,3.69,4.67,4.88,3.18,3.18,1.06,1.14,0.98,1.14
PNG,Papua New Guinea,Goroka,Goroka,Goroka,-6.085636,145.38208,gid_-608561453821,01/08/2022,2022,8,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,3.49,3.82,3.16,3.3,2.6,3.09,2.11,2.51,2.48,2.73,2.23,2.35,1.96,2.31,1.62,2.12,1.61,1.94,1.28,1.68,7.24,8.7,5.78,7.04,3.11,3.38,2.83,3.04,0.75,0.78,0.71,0.75,1.54,1.85,1.22,1.39,2.74,2.96,2.51,2.73,2.23,2.35,2.11,2.11,6.52,7.25,5.82,7.25,5.41,6.2,4.62,4.89,6.27,7.49,5.04,6.05,3.48,4.26,2.7,4.04,3.68,4,3.28,3.28,3.88,4.33,3.42,3.55,8.64,9.85,7.43,8.08,4.52,5.07,3.97,4.35,1.09,1.32,0.86,1.29,1.96,2.21,1.72,1.88,4.98,6.08,3.88,4.96,3.89,4.62,3.16,3.3,3.59,4.17,3.11,4.17,1.09,1.16,1.01,1.12
PNG,Papua New Guinea,Kokopo,Kokopo,Kokopo,-4.3521554,152.2684985,gid_-435221522685,01/01/2017,2017,1,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,1.61,2.03,1.32,1.68,1.08,1.24,0.95,1.1,0.74,0.87,0.65,0.76,2.21,2.74,1.79,2.29,7.61,8.95,6.29,7.63,5.04,6.41,4.11,5.28,5.35,6.5,4.58,5.54,0.8,0.85,0.75,0.81,1.9,2.19,1.66,1.94,2.23,2.65,1.89,2.29,0.82,0.95,0.73,0.84,5.93,7.22,5.17,6.11,1.56,1.88,1.22,1.56,13.06,14.92,11.48,13.28,2.06,2.64,1.66,2.15,4.24,5.89,3.12,4.53,1.29,1.58,1.07,1.33,6.78,8.09,5.75,6.93,3.43,4.5,2.59,3.57,0.6,0.7,0.53,0.62,0.69,0.81,0.6,0.7,1.87,2.32,1.56,1.94,2.32,2.97,1.87,2.43,1.8,2.18,1.53,1.86,0.99,1.07,0.93,1
PNG,Papua New Guinea,Kokopo,Kokopo,Kokopo,-4.3521554,152.2684985,gid_-435221522685,01/02/2017,2017,2,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,1.74,2.11,1.37,1.8,1.11,1.26,0.96,1.09,0.78,0.89,0.67,0.8,2.35,2.84,1.85,2.26,7.63,8.97,6.3,7.82,5.51,6.71,4.3,5.52,5.73,6.72,4.74,6.12,0.81,0.86,0.76,0.83,1.96,2.23,1.7,1.9,2.34,2.73,1.94,2.2,0.85,0.96,0.74,0.87,6.39,7.44,5.33,7.1,1.55,1.88,1.22,1.51,13.42,15.17,11.68,13.56,2.25,2.76,1.74,2.33,4.81,6.3,3.33,4.79,1.36,1.62,1.1,1.36,7.07,8.27,5.87,7.01,3.69,4.68,2.7,3.79,0.64,0.73,0.54,0.62,0.72,0.82,0.61,0.79,2.01,2.41,1.62,1.97,2.53,3.11,1.96,2.64,1.92,2.26,1.58,1.86,1.01,1.08,0.94,1.05
PNG,Papua New Guinea,Kokopo,Kokopo,Kokopo,-4.3521554,152.2684985,gid_-435221522685,01/03/2017,2017,3,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,1.83,2.27,1.4,1.77,1.12,1.28,0.96,1.22,0.81,0.94,0.68,0.8,2.36,2.89,1.84,2.15,7.76,9.25,6.28,7.88,5.76,7.13,4.38,5.98,6.19,7.37,5.02,6.27,0.91,0.97,0.84,0.84,1.96,2.24,1.68,1.94,2.29,2.7,1.88,2.23,0.88,1.01,0.76,0.92,6.82,8.08,5.56,5.61,1.52,1.87,1.16,1.45,13.62,15.56,11.68,12.43,2.38,2.98,1.78,2.05,5.1,6.81,3.39,4.77,1.4,1.69,1.11,1.39,7.18,8.5,5.86,7.15,3.9,5.05,2.75,4.02,0.65,0.75,0.54,0.64,0.78,0.9,0.66,0.8,2.06,2.49,1.62,1.73,2.7,3.38,2.02,2.7,1.94,2.31,1.57,1.87,1.04,1.11,0.96,1.02
PNG,Papua New Guinea,Kokopo,Kokopo,Kokopo,-4.3521554,152.2684985,gid_-435221522685,01/04/2017,2017,4,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,1.89,2.34,1.45,1.69,1.17,1.35,0.99,1.2,0.83,0.96,0.69,0.81,2.32,2.84,1.8,2.2,7.84,9.42,6.27,8.21,6.09,7.65,4.53,5.91,6.39,7.66,5.12,5.59,0.84,0.89,0.79,0.84,2.01,2.31,1.7,1.86,2.36,2.79,1.92,2.27,0.92,1.06,0.78,0.89,6.1,7.05,5.15,6.4,1.46,1.81,1.11,1.47,13.43,15.21,11.64,12.56,2.21,2.74,1.68,2.22,5.16,6.95,3.38,5.26,1.43,1.74,1.12,1.39,7.33,8.74,5.91,7.16,4.12,5.4,2.85,4.23,0.66,0.77,0.55,0.63,0.8,0.93,0.67,0.77,1.9,2.27,1.53,1.94,2.83,3.56,2.1,2.66,1.97,2.36,1.58,1.9,1.03,1.11,0.95,1.04
PNG,Papua New Guinea,Kokopo,Kokopo,Kokopo,-4.3521554,152.2684985,gid_-435221522685,01/05/2017,2017,5,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,1.87,2.3,1.44,1.67,1.21,1.4,1.02,1.08,0.83,0.97,0.69,0.78,2.34,2.89,1.79,2.46,8.14,9.83,6.45,7.95,6.33,7.93,4.74,5.9,5.99,7.11,4.88,5.85,0.89,0.94,0.85,0.85,1.93,2.23,1.64,1.9,2.37,2.83,1.92,2.58,0.9,1.04,0.77,0.86,6.82,8,5.64,6.04,1.48,1.85,1.11,1.5,13.3,15.14,11.46,13.22,2.4,3,1.79,1.87,5.61,7.64,3.58,4.04,1.45,1.77,1.13,1.39,7.39,8.85,5.93,7.03,4.34,5.73,2.95,4.22,0.66,0.77,0.55,0.63,0.8,0.93,0.67,0.78,2.05,2.49,1.6,1.81,2.85,3.59,2.11,2.66,2,2.41,1.59,1.9,1.05,1.13,0.96,1.03
PNG,Papua New Guinea,Kokopo,Kokopo,Kokopo,-4.3521554,152.2684985,gid_-435221522685,01/06/2017,2017,6,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,1.83,2.26,1.41,1.74,1.16,1.32,0.99,1.19,0.82,0.96,0.69,0.79,2.48,3.11,1.85,2.14,7.85,9.53,6.18,7,6.34,7.96,4.73,5.7,6.2,7.42,4.98,6.06,0.85,0.89,0.8,0.85,1.99,2.3,1.68,1.91,2.65,3.17,2.13,2.33,0.89,1.03,0.76,0.84,6.33,7.45,5.22,5.94,1.5,1.89,1.11,1.64,13.5,15.53,11.48,13.1,2.12,2.59,1.65,2.2,4.59,6.05,3.12,3.71,1.47,1.79,1.14,1.37,7.38,8.84,5.92,7.34,4.41,5.83,2.99,4.4,0.66,0.77,0.54,0.66,0.8,0.94,0.67,0.81,1.93,2.34,1.52,1.99,2.85,3.6,2.1,2.58,2.02,2.43,1.6,1.91,1.04,1.13,0.96,1.02
