date,ym,tonga_abc_au_body_count,tonga_abc_au_epu_count,tonga_abc_au_ratio,tonga_matangi_body_count,tonga_matangi_epu_count,tonga_matangi_ratio,tonga_rnz_body_count,tonga_rnz_epu_count,tonga_rnz_ratio,news_total,tonga_abc_au_weights,tonga_matangi_weights,tonga_rnz_weights,tonga_abc_au_z_score,tonga_matangi_z_score,tonga_rnz_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
2024-03-01,2024-3,4.0,0.0,0.0,136,2.0,0.014705882352941176,12,0.0,0.0,152.0,0.02631578947368421,0.8947368421052632,0.07894736842105263,0.0,0.8994555156125784,0.0,0.2998185052041928,0.8047759876533597,95.54361971054155,51.15252350011216
2024-04-01,2024-4,4.0,0.0,0.0,144,2.0,0.013888888888888888,16,1.0,0.0625,164.0,0.024390243902439025,0.8780487804878049,0.0975609756097561,0.0,0.8494857647452129,3.3039903677097593,1.3844920441516573,1.0682304634552855,126.82113622846892,236.21044263413128
2024-05-01,2024-5,2.0,0.0,0.0,172,2.0,0.011627906976744186,18,0.0,0.0,192.0,0.010416666666666666,0.8958333333333334,0.09375,0.0,0.7111973844378526,0.0,0.23706579481261755,0.6371143235589096,75.63869893751205,40.446181372181705
2024-06-01,2024-6,1.0,1.0,1.0,106,0.0,0.0,11,0.0,0.0,118.0,0.00847457627118644,0.8983050847457628,0.09322033898305085,7.6681720565408,0.0,0.0,2.5560573521802668,0.06498450895373559,7.715010519456911,436.0931080154258
2024-07-01,2024-7,5.0,2.0,0.4,124,2.0,0.016129032258064516,14,1.0,0.07142857142857142,143.0,0.03496503496503497,0.8671328671328671,0.0979020979020979,3.0672688226163203,0.9864995977686344,3.775988991668296,2.6099191373510835,1.3323506302080308,158.17768408434077,445.28255491041244
2024-08-01,2024-8,9.0,2.0,0.2222222222222222,114,0.0,0.0,23,1.0,0.043478260869565216,146.0,0.06164383561643835,0.7808219178082192,0.15753424657534246,1.7040382347868444,0.0,2.2984280818850498,1.3341554388906314,0.46712458901669685,55.457387863413814,227.62243242516539
2024-09-01,2024-9,3.0,0.0,0.0,128,2.0,0.015625,10,0.0,0.0,141.0,0.02127659574468085,0.9078014184397163,0.07092198581560284,0.0,0.9556714853383645,0.0,0.31855716177945487,0.8675599299525578,102.99737727661216,54.349556218869175
2024-10-01,2024-10,3.0,0.0,0.0,154,0.0,0.0,11,0.0,0.0,168.0,0.017857142857142856,0.9166666666666666,0.06547619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,2024-11,9.0,0.0,0.0,128,4.0,0.03125,21,0.0,0.0,158.0,0.056962025316455694,0.810126582278481,0.13291139240506328,0.0,1.911342970676729,0.0,0.6371143235589097,1.5484297483963374,183.83076197471283,108.69911243773835
2024-12-01,2024-12,3.0,1.0,0.3333333333333333,146,0.0,0.0,24,0.0,0.0,173.0,0.017341040462427744,0.8439306358381503,0.13872832369942195,2.5560573521802663,0.0,0.0,0.8520191173934221,0.04432469396844392,5.2622615103810135,145.36436933847523
2025-01-01,2025-1,3.0,1.0,0.3333333333333333,100,2.0,0.02,13,0.0,0.0,116.0,0.02586206896551724,0.8620689655172413,0.11206896551724138,2.5560573521802663,1.2232595012331067,0.0,1.2597722844711243,1.1206389843090645,133.04311583877785,214.9318012986278
2025-02-01,2025-2,4.0,0.0,0.0,122,0.0,0.0,18,0.0,0.0,144.0,0.027777777777777776,0.8472222222222222,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-01,2025-3,2.0,0.0,0.0,162,0.0,0.0,21,0.0,0.0,185.0,0.010810810810810811,0.8756756756756757,0.11351351351351352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,2025-4,3.0,0.0,0.0,120,0.0,0.0,19,1.0,0.05263157894736842,142.0,0.02112676056338028,0.8450704225352113,0.13380281690140844,0.0,0.0,2.782307678071376,0.9274358926904586,0.37228060481236713,44.19743764413088,158.23134820643068
2025-05-01,2025-5,5.0,1.0,0.2,156,4.0,0.02564102564102564,15,0.0,0.0,176.0,0.028409090909090908,0.8863636363636364,0.08522727272727272,1.5336344113081601,1.568281411837316,0.0,1.033971941048492,1.4336367744497847,170.20245246193488,176.40763693661404
2025-06-01,2025-6,3.0,1.0,0.3333333333333333,134,6.0,0.04477611940298507,14,0.0,0.0,151.0,0.019867549668874173,0.8874172185430463,0.09271523178807947,2.5560573521802663,2.738640674402477,0.0,1.7648993421942478,2.4810994862680316,294.5580253596216,301.1123513388167
2025-07-01,2025-7,1.0,0.0,0.0,142,4.0,0.028169014084507043,16,0.0,0.0,159.0,0.006289308176100629,0.8930817610062893,0.10062893081761007,0.0,1.722900705962122,0.0,0.5743002353207073,1.538691196519631,182.6745936604065,97.9822985354261
2025-08-01,2025-8,4.0,0.0,0.0,102,0.0,0.0,19,0.0,0.0,125.0,0.032,0.816,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-01,2025-9,3.0,1.0,0.3333333333333333,120,4.0,0.03333333333333333,6,0.0,0.0,129.0,0.023255813953488372,0.9302325581395349,0.046511627906976744,2.5560573521802663,2.038765835388511,0.0,1.5316077291895924,1.9559695527376908,232.21419870775614,261.3100892720628
